Date,BIL,GSG,GVI,IYR,JEDAX,JKD,LQD,MDY,MUB,PIGLX,VFINX,VIGRX,VISVX,VUSTX,^RUT
2013-11-07,87.30999755859375,30.84000015258789,96.32328033447266,49.8491325378418,6.0604095458984375,89.50947570800781,90.5261459350586,210.31463623046875,88.4888687133789,7.791637420654297,141.549072265625,41.50877380371094,19.222864151000977,8.734212875366211,1079.0899658203125
2013-11-08,87.30999755859375,31.030000686645508,95.95659637451172,49.18049621582031,6.008736610412598,90.47380828857422,89.63997650146484,213.57064819335938,87.88243103027344,7.741960525512695,143.45217895507812,42.009552001953125,19.527027130126953,8.543679237365723,1099.969970703125
2013-11-11,87.32907104492188,31.299999237060547,95.79943084716797,49.14206314086914,6.008736610412598,90.5685043334961,89.48963165283203,214.34584045410156,87.96662139892578,7.750241756439209,143.54864501953125,42.037384033203125,19.561784744262695,8.551295280456543,1101.5
2013-11-12,87.32907104492188,31.030000686645508,95.81689453125,48.97297668457031,5.949682235717773,90.31021881103516,89.5529556274414,214.04486083984375,87.85711669921875,7.733678340911865,143.22412109375,42.009552001953125,19.553098678588867,8.543679237365723,1101.469970703125
2013-11-13,87.32907104492188,31.15999984741211,96.06137084960938,49.31884002685547,5.949682235717773,90.93875122070312,89.75865936279297,216.1881866455078,87.94136047363281,7.750241756439209,144.4168701171875,42.42687225341797,19.744281768798828,8.574158668518066,1112.1800537109375
2013-11-14,87.30999755859375,31.350000381469727,96.33197021484375,49.7108039855957,5.971826553344727,91.55863189697266,90.24922943115234,217.09107971191406,88.09298706054688,7.750241756439209,145.14483642578125,42.64015579223633,19.813804626464844,8.627510070800781,1111.43994140625
2013-11-15,87.30999755859375,31.420000076293945,96.28838348388672,49.833770751953125,6.001354694366455,91.73949432373047,90.24922943115234,217.7842254638672,88.16880798339844,7.758520603179932,145.75869750976562,42.83491516113281,19.865938186645508,8.635132789611816,1116.199951171875
2013-11-18,87.30999755859375,31.139999389648438,96.39311981201172,49.4879150390625,6.030882835388184,91.53282928466797,90.65277862548828,216.197265625,88.40463256835938,7.7668023109436035,145.22372436523438,42.54742431640625,19.752971649169922,8.680863380432129,1107.2900390625
2013-11-19,87.30999755859375,31.15999984741211,96.3057632446289,49.11132049560547,6.008736610412598,91.4725570678711,90.3362808227539,214.71978759765625,88.27831268310547,7.7668023109436035,144.95184326171875,42.4083137512207,19.6486873626709,8.619893074035645,1101.3800048828125
2013-11-20,87.30999755859375,31.18000030517578,96.13993072509766,48.68092346191406,6.008736610412598,91.14537811279297,89.94853973388672,214.22727966308594,88.10982513427734,7.750241756439209,144.43438720703125,42.24140167236328,19.62261390686035,8.490324020385742,1099.7900390625
2013-11-21,87.32907104492188,31.700000762939453,96.20104217529297,48.94223403930664,5.986591339111328,91.59310150146484,90.12265014648438,216.87217712402344,88.1014404296875,7.733678340911865,145.6183624267578,42.63088607788086,19.865938186645508,8.497943878173828,1119.6199951171875
2013-11-22,87.30999755859375,31.790000915527344,96.2708740234375,48.79621505737305,6.016117572784424,92.0838623046875,90.43914031982422,217.24610900878906,88.1435317993164,7.750241756439209,146.3550262451172,42.83491516113281,19.952844619750977,8.566536903381348,1124.9200439453125
2013-11-25,87.30999755859375,31.690000534057617,96.29708099365234,48.58869934082031,6.016117572784424,91.94609832763672,90.59736633300781,216.9451141357422,88.1940689086914,7.741960525512695,146.17088317871094,42.7421760559082,19.944154739379883,8.589404106140137,1124.719970703125
2013-11-26,87.30999755859375,31.719999313354492,96.44546508789062,48.450355529785156,6.016117572784424,91.86861419677734,90.77938842773438,216.93603515625,88.22776794433594,7.758520603179932,146.21473693847656,42.909095764160156,20.00499153137207,8.619893074035645,1134.530029296875
2013-11-27,87.32907104492188,31.6299991607666,96.23600769042969,48.949920654296875,6.001354694366455,92.02359771728516,90.795166015625,217.4923553466797,88.2530517578125,7.750241756439209,146.60934448242188,43.07601547241211,20.091890335083008,8.604647636413574,1141.3299560546875
2013-11-29,87.29094696044922,31.760000228881836,96.24469757080078,48.496463775634766,5.998388290405273,92.24746704101562,90.72396850585938,216.5438995361328,88.21089172363281,7.757707595825195,146.49537658691406,43.103851318359375,20.08320426940918,8.628337860107422,1142.8900146484375
2013-12-02,87.30999755859375,31.770000457763672,96.10831451416016,48.242835998535156,5.968729496002197,91.4725570678711,90.29376983642578,216.61680603027344,87.92460632324219,7.732818126678467,146.1007537841797,42.95546340942383,19.978918075561523,8.559557914733887,1129.1199951171875
2013-12-03,87.32907104492188,32.04999923706055,96.29191589355469,48.18903732299805,5.95389986038208,91.07652282714844,90.52396392822266,215.86895751953125,88.16111755371094,7.757707595825195,145.6447296142578,42.87200927734375,19.865938186645508,8.582481384277344,1123.780029296875
2013-12-04,87.32907104492188,32.150001525878906,96.0383529663086,48.29663848876953,5.946486473083496,91.18843841552734,90.2302474975586,215.50411987304688,87.82328033447266,7.749410629272461,145.49562072753906,42.83491516113281,19.813804626464844,8.513701438903809,1121.3800048828125
2013-12-05,87.32907104492188,32.09000015258789,96.08206176757812,48.35043716430664,5.95389986038208,90.6287841796875,90.03179931640625,215.95101928710938,87.77259063720703,7.757707595825195,144.86415100097656,42.83491516113281,19.813804626464844,8.490774154663086,1122.469970703125
2013-12-06,87.32907104492188,32.220001220703125,96.0908432006836,48.72704315185547,5.968729496002197,91.78253173828125,90.22232055664062,217.5653076171875,87.82328033447266,7.749410629272461,146.50411987304688,43.17803955078125,20.013681411743164,8.513701438903809,1131.3800048828125
2013-12-09,87.32907104492188,31.959999084472656,96.02090454101562,49.042152404785156,5.983558177947998,91.9202880859375,90.35723876953125,217.87545776367188,87.81484985351562,7.757707595825195,146.77597045898438,43.24295425415039,20.03105926513672,8.536625862121582,1129.4599609375
2013-12-10,87.30999755859375,32.119998931884766,96.230712890625,49.042152404785156,6.013216018676758,91.63615417480469,90.7223892211914,217.16403198242188,88.05972290039062,7.782600402832031,146.31117248535156,43.14093780517578,19.935466766357422,8.597763061523438,1119.68994140625
2013-12-11,87.32907104492188,32.060001373291016,96.13453674316406,47.981529235839844,6.013216018676758,90.74069213867188,90.46837615966797,213.60708618164062,87.95840454101562,7.782600402832031,144.67117309570312,42.68653106689453,19.63130760192871,8.528985977172852,1101.5
2013-12-12,87.32907104492188,31.799999237060547,96.0383529663086,47.65874099731445,6.013216018676758,90.1380386352539,90.31758880615234,213.8259735107422,87.9415054321289,7.749410629272461,144.1625213623047,42.56597900390625,19.657377243041992,8.50605583190918,1103.27001953125
2013-12-13,87.32907104492188,31.739999771118164,96.08206176757812,47.85087585449219,6.028046131134033,90.0777587890625,90.56362915039062,214.48269653320312,87.97528839111328,7.749410629272461,144.14500427246094,42.61235046386719,19.718210220336914,8.536625862121582,1107.050048828125
2013-12-16,87.30999755859375,31.8700008392334,96.10831451416016,47.9046630859375,6.035459995269775,90.5685043334961,90.63508605957031,216.00575256347656,88.03437042236328,7.757707595825195,145.0570831298828,42.89054870605469,19.90070343017578,8.513701438903809,1119.8499755859375
2013-12-17,87.30999755859375,31.75,96.23946380615234,48.15829849243164,6.042875289916992,90.19828033447266,90.90496826171875,215.9054412841797,88.15265655517578,7.774299621582031,144.6098175048828,42.83491516113281,19.883325576782227,8.545291900634766,1118.8900146484375
2013-12-18,87.32907104492188,31.8799991607666,96.1869888305664,49.003726959228516,6.028046131134033,91.61891174316406,90.90496826171875,218.5959014892578,88.14421844482422,7.732818126678467,147.02159118652344,43.46551513671875,20.12665367126465,8.499059677124023,1133.719970703125
2013-12-19,87.32907104492188,32.04999923706055,95.8635025024414,48.40424346923828,6.035459995269775,91.5672607421875,90.77003479003906,216.79922485351562,87.9837646484375,7.716219902038574,146.95140075683594,43.43769454956055,20.00499153137207,8.491358757019043,1125.449951171875
2013-12-20,87.30999755859375,32.38999938964844,95.85478210449219,48.78083801269531,6.035459995269775,92.24746704101562,91.19075012207031,219.24166870117188,87.95840454101562,7.724517822265625,147.6705780029297,43.74372863769531,20.257003784179688,8.606934547424316,1146.469970703125
2013-12-23,87.30999755859375,32.36000061035156,95.82853698730469,48.849876403808594,6.042875289916992,92.32711029052734,91.04785919189453,220.97970581054688,87.76417541503906,7.716219902038574,148.47186279296875,44.088016510009766,20.421443939208984,8.56070327758789,1157.219970703125
2013-12-24,87.30999755859375,32.470001220703125,95.69739532470703,48.93522262573242,6.042875289916992,92.55224609375,91.02399444580078,222.01339721679688,87.78108978271484,7.699626445770264,148.92147827148438,44.18106460571289,20.5186824798584,8.491358757019043,1161.800048828125
2013-12-26,87.30999755859375,32.459999084472656,95.66939544677734,48.98951721191406,6.042875289916992,93.0890884399414,90.95874786376953,222.0865478515625,87.7852783203125,7.691329479217529,149.6267547607422,44.36717987060547,20.536365509033203,8.460533142089844,1162.6500244140625
2013-12-27,87.32907104492188,32.52000045776367,95.85325622558594,49.051570892333984,6.028046131134033,93.0371322631836,90.87911224365234,222.26953125,87.71754455566406,7.691329479217529,149.6002960205078,44.30204772949219,20.545207977294922,8.437416076660156,1161.0899658203125
2013-12-30,87.32907104492188,32.29999923706055,95.73067474365234,49.09037399291992,6.028046131134033,93.08040618896484,91.14982604980469,222.51651000976562,87.91229248046875,7.716219902038574,149.58265686035156,44.320648193359375,20.562883377075195,8.491358757019043,1160.5899658203125
