Date,BIL,IYR,MUB,VEMAX,VIGRX
2016-03-31,87.13835144042969,66.58648681640625,100.07087707519531,25.418636322021484,52.303863525390625
2016-04-01,87.13835144042969,66.6292724609375,100.00082397460938,25.37441635131836,52.742897033691406
2016-04-04,87.13835144042969,66.5351791381836,100.1714096069336,25.21521759033203,52.61882781982422
2016-04-05,87.15740966796875,66.15890502929688,100.28812408447266,24.79953384399414,52.10342788696289
2016-04-06,87.15740966796875,66.3213882446289,100.34196472167969,24.852598190307617,52.800174713134766
2016-04-07,87.13835144042969,65.96220397949219,100.68315124511719,24.578426361083984,52.16067886352539
2016-04-08,87.15740966796875,66.3384780883789,100.7010498046875,24.91451072692871,52.2370491027832
2016-04-11,87.13835144042969,66.25296783447266,100.68315124511719,25.17983627319336,51.99842834472656
2016-04-12,87.13835144042969,66.70623779296875,100.63823699951172,25.515926361083984,52.43748092651367
2016-04-13,87.15740966796875,66.55229187011719,100.7010498046875,25.98467445373535,52.9528923034668
2016-04-14,87.15740966796875,66.12469482421875,100.68315124511719,25.887386322021484,52.93378829956055
2016-04-15,87.13835144042969,66.56084442138672,100.7818832397461,25.86085319519043,52.8956184387207
2016-04-18,87.15740966796875,66.84306335449219,100.82675170898438,25.878541946411133,53.20104217529297
2016-04-19,87.15740966796875,66.9114761352539,100.75493621826172,26.117341995239258,53.1055908203125
2016-04-20,87.15740966796875,65.97074890136719,100.64723205566406,26.002361297607422,53.1055908203125
2016-04-21,87.13835144042969,64.85042572021484,100.67415618896484,25.86085319519043,52.94334411621094
2016-04-22,87.15740966796875,65.54312896728516,100.59334564208984,25.76356315612793,52.81925964355469
2016-04-25,87.13835144042969,65.95364379882812,100.55744171142578,25.577835083007812,52.77153778076172
2016-04-26,87.15740966796875,66.193115234375,100.54849243164062,25.73703384399414,52.76198959350586
2016-04-27,87.15740966796875,66.17598724365234,100.58438110351562,25.843164443969727,52.599735260009766
2016-04-28,87.15740966796875,66.02206420898438,100.7010498046875,25.719343185424805,52.132049560546875
2016-04-29,87.17648315429688,65.47472381591797,100.73699951171875,25.622055053710938,51.90298843383789
2016-05-02,87.15740966796875,66.34703826904297,100.70099639892578,25.61321258544922,52.380210876464844
2016-05-03,87.17648315429688,66.20164489746094,100.98880004882812,25.038331985473633,51.95071029663086
2016-05-04,87.15740966796875,67.09107971191406,101.00679779052734,24.737621307373047,51.71210861206055
2016-05-05,87.15740966796875,67.3476333618164,101.06974792480469,24.69339942932129,51.71210861206055
2016-05-06,87.17648315429688,68.00615692138672,101.04277801513672,24.65802574157715,51.912532806396484
2016-05-09,87.17648315429688,68.5534896850586,101.1417007446289,24.445762634277344,52.12251663208008
2016-05-10,87.17648315429688,68.6817626953125,101.15969848632812,24.728775024414062,52.77153778076172
2016-05-11,87.13835144042969,67.45881652832031,101.24063110351562,24.6668701171875,52.15113830566406
2016-05-12,87.13835144042969,67.79232788085938,101.33056640625,24.640336990356445,52.08433532714844
2016-05-13,87.13835144042969,67.2449951171875,101.42950439453125,24.28656005859375,51.750282287597656
2016-05-16,87.13835144042969,67.77523040771484,101.276611328125,24.50766944885254,52.29432678222656
2016-05-17,87.13835144042969,66.74898529052734,101.47447967529297,24.43691635131836,51.750282287597656
2016-05-18,87.15740966796875,65.81681060791016,101.20465850830078,24.26003074645996,51.750282287597656
2016-05-19,87.13835144042969,65.10699462890625,101.18665313720703,23.99469757080078,51.49258041381836
2016-05-20,87.15740966796875,65.62866973876953,101.105712890625,24.136207580566406,51.90298843383789
2016-05-23,87.17648315429688,65.68853759765625,101.15068817138672,24.136207580566406,51.836177825927734
2016-05-24,87.13835144042969,66.4753189086914,101.03376770019531,24.268869400024414,52.65699768066406
2016-05-25,87.15740966796875,66.57793426513672,101.01579284667969,24.543045043945312,52.90516662597656
2016-05-26,87.15740966796875,66.62071990966797,101.06075286865234,24.640336990356445,52.97196960449219
2016-05-27,87.17648315429688,66.9114761352539,100.93484497070312,24.773000717163086,53.21058654785156
2016-05-31,87.17648315429688,66.9200439453125,101.01579284667969,24.755311965942383,53.17241287231445
2016-06-01,87.17648315429688,66.96280670166016,101.0202865600586,24.87028694152832,53.22968292236328
2016-06-02,87.15740966796875,67.32197570800781,101.14641571044922,24.94988441467285,53.41102600097656
2016-06-03,87.17648315429688,67.52723693847656,101.2725830078125,25.21521759033203,53.26785659790039
2016-06-06,87.195556640625,67.10816955566406,101.2725830078125,25.462862014770508,53.430110931396484
2016-06-07,87.195556640625,67.5186767578125,101.33564758300781,25.77241325378418,53.458736419677734
2016-06-08,87.195556640625,67.87786102294922,101.44379425048828,25.98467445373535,53.64009475708008
2016-06-09,87.15740966796875,67.9804916381836,101.61498260498047,25.73703384399414,53.573280334472656
2016-06-10,87.15740966796875,67.64695739746094,101.78617095947266,25.24175453186035,52.98152160644531
2016-06-13,87.15740966796875,67.59564208984375,101.84923553466797,24.864288330078125,52.644657135009766
2016-06-14,87.15740966796875,67.2279052734375,102.02043914794922,24.739660263061523,52.625518798828125
2016-06-15,87.15740966796875,67.84365844726562,102.07447052001953,24.944412231445312,52.54895782470703
2016-06-16,87.17648315429688,68.18572998046875,102.22765350341797,24.819780349731445,52.63508605957031
2016-06-17,87.15740966796875,68.0831069946289,102.24566650390625,24.962217330932617,52.30970764160156
2016-06-20,87.17648315429688,68.2114028930664,102.03844451904297,25.300504684448242,52.65422439575195
2016-06-21,87.17648315429688,68.49185943603516,102.00238037109375,25.478553771972656,52.721214294433594
2016-06-22,87.17648315429688,68.45735168457031,101.96637725830078,25.612085342407227,52.60637283325195
2016-06-23,87.17648315429688,68.9146957397461,101.72308349609375,25.968185424804688,53.2667121887207
2016-06-24,87.15740966796875,68.07764434814453,102.47990417480469,24.92660903930664,51.35270309448242
2016-06-27,87.15740966796875,67.94821166992188,102.80426025390625,24.61502456665039,50.42441177368164
2016-06-28,87.15740966796875,69.42382049560547,102.80426025390625,25.19367790222168,51.419700622558594
2016-06-29,87.15740966796875,70.31266784667969,102.5429916381836,25.683307647705078,52.271419525146484
2016-06-30,87.15740966796875,71.09794616699219,102.64207458496094,26.012691497802734,52.81690216064453
2016-07-01,87.195556640625,71.0461654663086,102.75225067138672,26.119522094726562,53.03702163696289
2016-07-05,87.195556640625,71.5898208618164,102.92373657226562,25.825746536254883,52.78820037841797
2016-07-06,87.17648315429688,71.3309555053711,102.97787475585938,25.71001625061035,53.06573486328125
2016-07-07,87.195556640625,70.70099639892578,103.97987365722656,25.70111083984375,53.15186309814453
2016-07-08,87.17648315429688,71.74515533447266,102.88764953613281,26.057201385498047,53.98445129394531
2016-07-11,87.195556640625,72.2629165649414,102.73417663574219,26.35098648071289,54.185420989990234
2016-07-12,87.15740966796875,72.34920501708984,102.61681365966797,26.680370330810547,54.49166488647461
2016-07-13,87.17648315429688,72.65125274658203,102.5987777709961,26.724882125854492,54.38639831542969
2016-07-14,87.195556640625,72.11620330810547,102.48141479492188,26.974145889282227,54.66392135620117
2016-07-15,87.17648315429688,72.17662811279297,102.37312316894531,27.027565002441406,54.57779312133789
2016-07-18,87.17648315429688,72.35784912109375,102.34602355957031,27.143295288085938,54.778770446777344
2016-07-19,87.195556640625,72.68576049804688,102.36405181884766,27.045366287231445,54.69263458251953
2016-07-20,87.195556640625,72.66850280761719,102.29188537597656,27.125490188598633,54.98930358886719
2016-07-21,87.195556640625,72.77205657958984,102.3099136352539,27.06317138671875,54.78833770751953
2016-07-22,87.195556640625,73.37612915039062,102.2738037109375,27.170005798339844,55.01801681518555
2016-07-25,87.17648315429688,73.30708312988281,102.21963500976562,27.06317138671875,54.922325134277344
2016-07-26,87.17648315429688,72.97054290771484,102.2828369140625,27.170005798339844,54.90317153930664
2016-07-27,87.195556640625,72.4527587890625,102.40922546386719,27.178903579711914,54.98930358886719
2016-07-28,87.17648315429688,72.98779296875,102.454345703125,27.21451187133789,55.228553771972656
2016-07-29,87.195556640625,73.6954116821289,102.5987777709961,27.223417282104492,55.34340286254883
2016-08-01,87.17648315429688,73.95427703857422,102.39262390136719,27.312440872192383,55.467803955078125
2016-08-02,87.195556640625,72.83248138427734,102.32927703857422,27.125490188598633,55.046730041503906
2016-08-03,87.17648315429688,72.52182006835938,102.3564224243164,27.16110610961914,55.190277099609375
2016-08-04,87.17648315429688,72.34920501708984,102.49208068847656,27.348047256469727,55.257266998291016
2016-08-05,87.17648315429688,72.44412994384766,102.29312896728516,27.659631729125977,55.60178756713867
2016-08-08,87.17648315429688,72.51318359375,102.32927703857422,27.855484008789062,55.477378845214844
2016-08-09,87.17648315429688,72.78068542480469,102.41070556640625,27.997920989990234,55.573081970214844
2016-08-10,87.17648315429688,72.68576049804688,102.46495819091797,27.97121238708496,55.467803955078125
2016-08-11,87.17648315429688,71.99541473388672,102.39262390136719,28.175966262817383,55.716617584228516
2016-08-12,87.17648315429688,72.19387817382812,102.60057830810547,28.149263381958008,55.716617584228516
2016-08-15,87.17648315429688,72.14210510253906,102.48302459716797,28.416330337524414,55.88888931274414
2016-08-16,87.17648315429688,71.29642486572266,102.55538177490234,28.345117568969727,55.54437255859375
2016-08-17,87.17648315429688,71.50353240966797,102.59156036376953,28.318405151367188,55.60178756713867
2016-08-18,87.195556640625,71.29642486572266,102.74530029296875,28.469743728637695,55.659210205078125
2016-08-19,87.17648315429688,70.77865600585938,102.65482330322266,28.27389144897461,55.64964294433594
2016-08-22,87.17648315429688,71.14109802246094,102.8085708618164,28.069137573242188,55.66877365112305
2016-08-23,87.17648315429688,71.29642486572266,102.77238464355469,27.935604095458984,55.81233215332031
2016-08-24,87.195556640625,70.95125579833984,102.74530029296875,27.802066802978516,55.39125061035156
2016-08-25,87.17648315429688,71.21012115478516,102.74530029296875,27.855484008789062,55.29554748535156
2016-08-26,87.17648315429688,70.545654296875,102.66386413574219,27.78426170349121,55.26683807373047
2016-08-29,87.195556640625,71.21012115478516,102.79953002929688,27.882190704345703,55.45823669433594
2016-08-30,87.195556640625,71.08931732177734,102.75431823730469,27.855484008789062,55.276405334472656
2016-08-31,87.195556640625,71.22740173339844,102.7271728515625,27.686338424682617,55.15199661254883
2016-09-01,87.195556640625,71.10657501220703,102.6836929321289,27.659631729125977,55.257266998291016
2016-09-02,87.21461486816406,71.67610931396484,102.55684661865234,27.980117797851562,55.467803955078125
2016-09-06,87.21461486816406,72.18524932861328,102.6474609375,28.647796630859375,55.69749450683594
2016-09-07,87.195556640625,72.59947204589844,102.6474609375,28.6210880279541,55.7261962890625
2016-09-08,87.195556640625,71.77104187011719,102.51156616210938,28.585477828979492,55.42952346801758
2016-09-09,87.21461486816406,68.9146957397461,102.33037567138672,27.908897399902344,53.9940299987793
2016-09-12,87.17648315429688,69.75175476074219,102.24882507324219,27.94854164123535,54.866703033447266
2016-09-13,87.195556640625,68.05174255371094,102.04043579101562,27.38992691040039,54.1850700378418
2016-09-14,87.195556640625,68.25885772705078,101.99512481689453,27.416959762573242,54.33867645263672
2016-09-15,87.195556640625,68.56952667236328,101.99512481689453,27.714284896850586,54.9531135559082
2016-09-16,87.195556640625,68.50047302246094,102.02232360839844,27.552106857299805,54.76110076904297
2016-09-19,87.195556640625,69.14767456054688,101.92264556884766,27.79537010192871,54.72270202636719
2016-09-20,87.195556640625,69.03550720214844,102.00422668457031,27.82240104675293,54.80910873413086
2016-09-21,87.195556640625,69.82940673828125,101.9770278930664,28.245864868164062,55.3851318359375
2016-09-22,87.21461486816406,71.18424224853516,102.11292266845703,28.480119705200195,55.82676315307617
2016-09-23,87.21461486816406,71.36546325683594,102.09481811523438,28.263885498046875,55.500343322753906
2016-09-26,87.21461486816406,71.4489974975586,102.13103485107422,27.903488159179688,55.068321228027344
2016-09-27,87.195556640625,70.89202880859375,102.25788879394531,28.15576171875,55.43313217163086
2016-09-28,87.195556640625,71.28364562988281,102.2760009765625,28.30893325805664,55.60593795776367
2016-09-29,87.195556640625,70.51780700683594,102.26692962646484,28.020618438720703,55.11631774902344
2016-09-30,87.21461486816406,70.17842102050781,102.149169921875,28.038639068603516,55.5195426940918
2016-10-03,87.195556640625,68.90782928466797,102.09925842285156,28.245864868164062,55.3563346862793
2016-10-04,87.21461486816406,67.91571807861328,101.89051055908203,28.19180679321289,55.12592315673828
2016-10-05,87.21461486816406,66.60160827636719,101.7089614868164,28.42606544494629,55.241127014160156
2016-10-06,87.21461486816406,66.71475219726562,101.61822509765625,28.40804100036621,55.241127014160156
2016-10-07,87.21461486816406,66.61900329589844,101.6363754272461,28.31794548034668,55.068321228027344
2016-10-10,87.21461486816406,67.01062774658203,101.52745056152344,28.462100982666016,55.28913116455078
2016-10-11,87.195556640625,66.34053039550781,101.41854095458984,28.038639068603516,54.55949783325195
2016-10-12,87.21461486816406,67.23690032958984,101.30055236816406,28.056655883789062,54.665103912353516
2016-10-13,87.195556640625,67.61112976074219,101.25515747070312,27.83141326904297,54.521095275878906
2016-10-14,87.195556640625,67.38484954833984,101.1190185546875,27.89447784423828,54.47309875488281
2016-10-17,87.195556640625,67.47187042236328,101.15528869628906,27.83141326904297,54.28107833862305
2016-10-18,87.195556640625,67.93310546875,101.13714599609375,28.299924850463867,54.665103912353516
2016-10-19,87.21461486816406,68.22032165527344,101.10993957519531,28.44408416748047,54.81870651245117
2016-10-20,87.195556640625,67.95922088623047,101.24607849121094,28.42606544494629,54.780303955078125
2016-10-21,87.195556640625,67.8721923828125,101.25515747070312,28.40804100036621,54.866703033447266
2016-10-24,87.195556640625,68.0549545288086,101.07363891601562,28.588239669799805,55.23152542114258
2016-10-25,87.195556640625,67.9244155883789,101.22791290283203,28.59724998474121,54.80910873413086
2016-10-26,87.21461486816406,67.13247680664062,101.15528869628906,28.399030685424805,54.482688903808594
2016-10-27,87.195556640625,65.59209442138672,100.9828872680664,28.218835830688477,54.233070373535156
2016-10-28,87.21461486816406,65.7226333618164,101.09178924560547,28.12873649597168,54.089073181152344
2016-10-31,87.23370361328125,66.69733428955078,101.16438293457031,28.22784423828125,54.04106903076172
2016-11-01,87.21461486816406,65.22659301757812,101.06254577636719,28.074678421020508,53.62824630737305
2016-11-02,87.23370361328125,64.39112854003906,101.27167510986328,27.79537010192871,53.21543502807617
2016-11-03,87.21461486816406,64.01690673828125,101.30805206298828,27.642208099365234,52.90821075439453
2016-11-04,87.23370361328125,64.35630798339844,101.35352325439453,27.489044189453125,52.87941360473633
2016-11-07,87.21461486816406,65.40933990478516,101.27167510986328,28.083688735961914,54.050662994384766
2016-11-08,87.23370361328125,65.80966186523438,101.22621154785156,28.290916442871094,54.34828186035156
2016-11-09,87.195556640625,64.59130096435547,100.38969421386719,27.9215145111084,54.597896575927734
2016-11-10,87.195556640625,63.41642761230469,99.86233520507812,27.308835983276367,54.21387481689453
2016-11-11,87.15740966796875,63.75584030151367,99.67140197753906,26.696170806884766,54.127471923828125
2016-11-14,87.195556640625,64.8349609375,98.57120513916016,26.38983917236328,53.772247314453125
2016-11-15,87.21461486816406,64.59999084472656,98.9349365234375,26.58805274963379,54.19468307495117
2016-11-16,87.21461486816406,64.46073913574219,98.70762634277344,26.552013397216797,54.367488861083984
2016-11-17,87.23370361328125,63.92988204956055,98.57120513916016,26.552013397216797,54.73230743408203
2016-11-18,87.21461486816406,64.121337890625,98.57120513916016,26.488948822021484,54.56909942626953
2016-11-21,87.195556640625,64.13004302978516,98.50758361816406,26.678150177001953,55.039520263671875
2016-11-22,87.195556640625,65.22659301757812,98.28937530517578,26.9304256439209,55.09711837768555
2016-11-23,87.195556640625,64.86978149414062,97.94384002685547,26.840328216552734,55.09711837768555
2016-11-25,87.21461486816406,65.20046997070312,97.99840545654297,26.867359161376953,55.26033020019531
2016-11-28,87.195556640625,65.42675018310547,97.8802261352539,27.047555923461914,54.97230911254883
2016-11-29,87.195556640625,65.96630859375,97.35283660888672,26.939437866210938,55.12592315673828
2016-11-30,87.195556640625,65.13957214355469,97.01638793945312,27.002506256103516,54.684303283691406
2016-12-01,87.23562622070312,64.1126480102539,97.03373718261719,26.840328216552734,54.050662994384766
2016-12-02,87.21653747558594,64.79144287109375,97.27970123291016,26.79527473449707,54.127471923828125
2016-12-05,87.21653747558594,65.30492401123047,97.22504425048828,26.876367568969727,54.53068923950195
2016-12-06,87.23562622070312,65.7226333618164,97.79898834228516,27.065576553344727,54.69390106201172
2016-12-07,87.23562622070312,67.00193786621094,98.53691864013672,27.37190818786621,55.3563346862793
2016-12-08,87.23562622070312,67.3413314819336,98.43671417236328,27.507057189941406,55.5195426940918
2016-12-09,87.23562622070312,67.28912353515625,98.30914306640625,27.471019744873047,55.83635711669922
2016-12-12,87.21653747558594,67.70684814453125,98.11784362792969,27.209732055664062,55.65394592285156
2016-12-13,87.23562622070312,67.70684814453125,98.19074249267578,27.443988800048828,56.12437438964844
2016-12-14,87.23562622070312,66.45366668701172,98.02674102783203,26.94844627380371,55.77875518798828
2016-12-15,87.23562622070312,65.95760345458984,97.69876098632812,26.876367568969727,55.903564453125
2016-12-16,87.21653747558594,66.83658599853516,97.7625732421875,26.72319793701172,55.759552001953125
2016-12-19,87.23562622070312,67.5763168334961,97.981201171875,26.570207595825195,55.86516189575195
2016-12-20,87.21653747558594,67.69815063476562,98.01763916015625,26.579261779785156,56.066768646240234
2016-12-21,87.23562622070312,66.8650894165039,98.12696075439453,26.5611572265625,55.935630798339844
2016-12-22,87.21653747558594,66.74154663085938,98.26654052734375,26.361997604370117,55.75242233276367
2016-12-23,87.21653747558594,66.91802215576172,98.36685943603516,26.34388542175293,55.85849380493164
2016-12-27,87.23562622070312,66.99744415283203,98.33953094482422,26.43441390991211,56.04169464111328
2016-12-28,87.23371124267578,66.60035705566406,98.5858154296875,26.588315963745117,55.6077880859375
2016-12-29,87.25277709960938,67.26219940185547,98.75000762939453,26.92327117919922,55.617431640625
2016-12-30,87.21461486816406,67.89757537841797,98.6861801147461,26.959482192993164,55.27030563354492
2017-01-03,87.25277709960938,68.17115020751953,98.5949478149414,27.194856643676758,55.74278259277344
2017-01-04,87.25277709960938,69.10657501220703,98.795654296875,27.35780906677246,56.18632888793945
2017-01-05,87.23371124267578,69.34484100341797,98.98719024658203,27.638450622558594,56.32133102416992
2017-01-06,87.25277709960938,69.19482421875,98.84123992919922,27.593181610107422,56.72631072998047
2017-01-09,87.25277709960938,68.73593139648438,99.08753967285156,27.493602752685547,56.7166633605957
2017-01-10,87.23371124267578,68.09172058105469,99.0601577758789,27.656551361083984,56.72631072998047
2017-01-11,87.25277709960938,67.80052185058594,99.36123657226562,27.80139923095703,56.79380416870117
2017-01-12,87.25277709960938,68.10936737060547,99.67137145996094,27.93719482421875,56.7552375793457
2017-01-13,87.25277709960938,68.03878021240234,99.58013153076172,27.93719482421875,56.89986801147461
2017-01-17,87.25277709960938,68.49767303466797,99.64402770996094,27.873823165893555,56.851661682128906
2017-01-18,87.23371124267578,68.61238861083984,99.4250717163086,27.900983810424805,57.02522277832031
2017-01-19,87.23371124267578,67.89757537841797,99.01459503173828,27.837614059448242,56.84201431274414
2017-01-20,87.25277709960938,68.32999420166016,98.8230209350586,27.864770889282227,56.948081970214844
2017-01-23,87.23371124267578,68.85066986083984,98.93246459960938,28.118247985839844,56.90951156616211
2017-01-24,87.23371124267578,69.00950622558594,98.80474853515625,28.353626251220703,57.22771072387695
2017-01-25,87.25277709960938,68.63884735107422,98.6496810913086,28.516576766967773,57.72911071777344
2017-01-26,87.2718734741211,68.5682601928711,98.65879821777344,28.5256290435791,57.66161346435547
2017-01-27,87.23371124267578,67.9240493774414,98.80474853515625,28.49846839904785,57.623050689697266
2017-01-30,87.2718734741211,67.45636749267578,98.80474853515625,28.353626251220703,57.28557205200195
2017-01-31,87.25277709960938,67.98583221435547,98.94161224365234,28.290252685546875,57.28557205200195
2017-02-01,87.2585220336914,67.18278503417969,98.79170227050781,28.462261199951172,57.507347106933594
2017-02-02,87.2585220336914,67.9328842163086,98.93793487548828,28.552791595458984,57.58448028564453
2017-02-03,87.23944854736328,68.39176940917969,98.90135955810547,28.697635650634766,57.893043518066406
2017-02-06,87.27761840820312,68.16232299804688,99.06585693359375,28.724794387817383,57.81589889526367
2017-02-07,87.27761840820312,68.06526184082031,99.13899993896484,28.6433162689209,57.941253662109375
2017-02-08,87.27761840820312,68.5594482421875,99.340087890625,28.77005958557129,58.11481857299805
2017-02-09,87.27761840820312,68.77124786376953,99.10243225097656,28.96016502380371,58.41373062133789
2017-02-10,87.2585220336914,69.30072021484375,99.1207275390625,29.12311363220215,58.61622619628906
2017-02-13,87.2585220336914,69.53016662597656,99.047607421875,29.331340789794922,58.85728454589844
2017-02-14,87.27761840820312,69.14187622070312,98.78257751464844,29.35849380493164,59.05012893676758
2017-02-15,87.2585220336914,69.0801010131836,98.60890197753906,29.548606872558594,59.37797546386719
2017-02-16,87.2585220336914,69.40660858154297,98.85565185546875,29.53049659729004,59.281551361083984
2017-02-17,87.27761840820312,69.52134704589844,98.98365020751953,29.42186164855957,59.50333023071289
2017-02-21,87.2585220336914,70.39498901367188,98.98365020751953,29.657238006591797,59.8311653137207
2017-02-22,87.2585220336914,70.21849060058594,99.1207275390625,29.729663848876953,59.79259490966797
2017-02-23,87.2585220336914,70.5185317993164,99.2030029296875,29.720611572265625,59.6961669921875
2017-02-24,87.2585220336914,70.87152862548828,99.4954605102539,29.51239585876465,59.86973571777344
2017-02-27,87.2585220336914,71.2421646118164,99.36750030517578,29.39470672607422,59.975807189941406
2017-02-28,87.29666900634766,70.95976257324219,99.45890045166016,29.22269630432129,59.7733154296875
2017-03-01,87.26232147216797,70.7391586303711,99.13196563720703,29.50334358215332,60.535064697265625
2017-03-02,87.26232147216797,70.44794464111328,99.0861587524414,29.132173538208008,60.25543212890625
2017-03-03,87.28142547607422,70.28026580810547,98.96708679199219,29.249860763549805,60.303646087646484
2017-03-06,87.300537109375,69.95374298095703,98.93959045410156,29.295129776000977,60.13008117675781
2017-03-07,87.26232147216797,69.6537094116211,98.92129516601562,29.30417823791504,59.995086669921875
2017-03-08,87.26232147216797,68.58592224121094,98.75642395019531,29.150278091430664,59.927589416503906
2017-03-09,87.26232147216797,67.71226501464844,98.5732650756836,28.84248161315918,59.96615982055664
2017-03-10,87.28142547607422,67.54459381103516,98.67401123046875,28.978275299072266,60.17829895019531
