Date,BIL,VIGRX
2007-12-19,85.86296844482422,28.39612579345703
2007-12-20,85.90037536621094,28.656484603881836
2007-12-21,85.90037536621094,29.133804321289062
2007-12-24,85.90037536621094,29.36812400817871
2007-12-26,85.86296844482422,29.42020606994629
2007-12-27,85.90037536621094,29.012304306030273
2007-12-28,85.89849853515625,29.055696487426758
2007-12-31,85.87977600097656,28.838727951049805
2008-01-02,85.95477294921875,28.430843353271484
2008-01-03,85.89849853515625,28.465553283691406
2008-01-04,85.87977600097656,27.615068435668945
2008-01-07,85.95477294921875,27.580347061157227
2008-01-08,85.89849853515625,27.08567237854004
2008-01-09,85.84223175048828,27.441492080688477
2008-01-10,85.87977600097656,27.63241958618164
2008-01-11,85.91727447509766,27.155101776123047
2008-01-14,85.99227905273438,27.528274536132812
2008-01-15,85.9735107421875,26.833993911743164
2008-01-16,85.9735107421875,26.5562801361084
2008-01-17,85.93602752685547,25.896711349487305
2008-01-18,85.99227905273438,25.862003326416016
2008-01-22,86.02978515625,25.480144500732422
2008-01-23,86.1235580444336,25.78389549255371
2008-01-24,86.16109466552734,26.183107376098633
2008-01-25,86.06729125976562,25.827285766601562
2008-01-28,86.10479736328125,26.165746688842773
2008-01-29,86.17984008789062,26.252532958984375
2008-01-30,86.21735382080078,26.13103675842285
2008-01-31,86.21735382080078,26.547603607177734
2008-02-01,86.20794677734375,26.912099838256836
2008-02-04,86.22676086425781,26.65174102783203
2008-02-05,86.17036437988281,25.888031005859375
2008-02-06,86.24554443359375,25.6363582611084
2008-02-07,86.22676086425781,25.827285766601562
2008-02-08,86.22676086425781,25.90538787841797
2008-02-11,86.24554443359375,26.20914077758789
2008-02-12,86.22676086425781,26.295921325683594
2008-02-13,86.24554443359375,26.7298526763916
2008-02-14,86.26435852050781,26.37403106689453
2008-02-15,86.26435852050781,26.330646514892578
2008-02-19,86.26435852050781,26.330646514892578
2008-02-20,86.22676086425781,26.608346939086914
2008-02-21,86.30193328857422,26.278566360473633
2008-02-22,86.30193328857422,26.426105499267578
2008-02-25,86.26435852050781,26.799283981323242
2008-02-26,86.32075500488281,27.024925231933594
2008-02-27,86.33954620361328,26.998886108398438
2008-02-28,86.33954620361328,26.86003303527832
2008-02-29,86.3583755493164,26.17442512512207
2008-03-03,86.3904037475586,26.19178581237793
2008-03-04,86.3904037475586,26.13103675842285
2008-03-05,86.37153625488281,26.356678009033203
2008-03-06,86.40923309326172,25.844646453857422
2008-03-07,86.40923309326172,25.584287643432617
2008-03-10,86.40923309326172,25.13300132751465
2008-03-11,86.40923309326172,25.896711349487305
2008-03-12,86.42807006835938,25.740495681762695
2008-03-13,86.40923309326172,25.931427001953125
2008-03-14,86.52225494384766,25.436750411987305
2008-03-17,86.50341033935547,25.063579559326172
2008-03-18,86.59761047363281,26.02689552307129
2008-03-19,86.61640930175781,25.332611083984375
2008-03-20,86.59761047363281,25.75785255432129
2008-03-24,86.52225494384766,26.297016143798828
2008-03-25,86.46574401855469,26.470935821533203
2008-03-26,86.52225494384766,26.314407348632812
2008-03-27,86.54105377197266,25.975263595581055
2008-03-28,86.46574401855469,25.80133819580078
2008-03-31,86.55992889404297,25.95787239074707
2008-04-01,86.50332641601562,26.78400230407715
2008-04-02,86.50332641601562,26.731821060180664
2008-04-03,86.50332641601562,26.78400230407715
2008-04-04,86.54102325439453,26.905746459960938
2008-04-07,86.50332641601562,26.905746459960938
2008-04-08,86.55992889404297,26.83617401123047
2008-04-09,86.55992889404297,26.644859313964844
2008-04-10,86.55992889404297,26.89704704284668
2008-04-11,86.55992889404297,26.3665828704834
2008-04-14,86.59767150878906,26.323104858398438
2008-04-15,86.59767150878906,26.40137481689453
2008-04-16,86.54102325439453,27.04488182067871
2008-04-17,86.54102325439453,27.00139617919922
2008-04-18,86.4844741821289,27.584035873413086
2008-04-21,86.52220916748047,27.679689407348633
2008-04-22,86.54102325439453,27.357940673828125
2008-04-23,86.54102325439453,27.52316665649414
2008-04-24,86.55992889404297,27.584035873413086
2008-04-25,86.55992889404297,27.72317123413086
2008-04-28,86.50332641601562,27.70578384399414
2008-04-29,86.59767150878906,27.610126495361328
2008-04-30,86.50332641601562,27.470989227294922
2008-05-01,86.56754302978516,27.940576553344727
2008-05-02,86.51087188720703,28.001455307006836
2008-05-05,86.52979278564453,27.94927215576172
2008-05-06,86.49200439453125,28.19276237487793
2008-05-07,86.54864501953125,27.775352478027344
2008-05-08,86.51087188720703,27.96666145324707
2008-05-09,86.54864501953125,27.82752799987793
2008-05-12,86.54864501953125,28.097110748291016
2008-05-13,86.51087188720703,28.16667938232422
2008-05-14,86.51087188720703,28.227548599243164
2008-05-15,86.51087188720703,28.592784881591797
2008-05-16,86.52979278564453,28.67974853515625
2008-05-19,86.52979278564453,28.62757110595703
2008-05-20,86.49200439453125,28.427562713623047
2008-05-21,86.49200439453125,27.940576553344727
2008-05-22,86.54864501953125,28.018844604492188
2008-05-23,86.54864501953125,27.740564346313477
2008-05-27,86.54864501953125,28.010143280029297
2008-05-28,86.5864486694336,28.210159301757812
2008-05-29,86.54864501953125,28.331911087036133
2008-05-30,86.5864486694336,28.479740142822266
2008-06-02,86.65641021728516,28.210159301757812
2008-06-03,86.65641021728516,28.114503860473633
2008-06-04,86.63748931884766,28.18406867980957
2008-06-05,86.58075714111328,28.77540397644043
2008-06-06,86.59967041015625,27.992755889892578
2008-06-09,86.63748931884766,28.079713821411133
2008-06-10,86.69422912597656,27.940576553344727
2008-06-11,86.75093841552734,27.497081756591797
2008-06-12,86.69422912597656,27.557950973510742
2008-06-13,86.75093841552734,28.018844604492188
2008-06-16,86.75093841552734,28.079713821411133
2008-06-17,86.73202514648438,27.984060287475586
2008-06-18,86.76984405517578,27.75796127319336
2008-06-19,86.75093841552734,27.897098541259766
2008-06-20,86.78874969482422,27.392728805541992
2008-06-23,86.78874969482422,27.445880889892578
2008-06-24,86.78874969482422,27.228052139282227
2008-06-25,86.80766296386719,27.384883880615234
2008-06-26,86.80766296386719,26.626848220825195
2008-06-27,86.84547424316406,26.60943031311035
2008-06-30,86.78874969482422,26.565866470336914
2008-07-01,86.81902313232422,26.652997970581055
2008-07-02,86.81902313232422,26.025657653808594
2008-07-03,86.81902313232422,25.982099533081055
2008-07-07,86.80013275146484,25.886249542236328
2008-07-08,86.76226806640625,26.19120216369629
2008-07-09,86.78118896484375,25.65970802307129
2008-07-10,86.85690307617188,25.921106338500977
2008-07-11,86.9136962890625,25.703277587890625
2008-07-14,86.9136962890625,25.624860763549805
2008-07-15,86.93262481689453,25.459312438964844
2008-07-16,86.95157623291016,25.91238784790039
2008-07-17,86.81902313232422,26.060504913330078
