Date,BIL,IYR
2007-12-19,85.86296844482422,39.052574157714844
2007-12-20,85.90037536621094,39.19939041137695
2007-12-21,85.90037536621094,39.86886215209961
2007-12-24,85.90037536621094,40.95529556274414
2007-12-26,85.86296844482422,40.274085998535156
2007-12-27,85.90037536621094,39.49055099487305
2007-12-28,85.89849853515625,38.908409118652344
2007-12-31,85.87977600097656,39.027217864990234
2008-01-02,85.95477294921875,38.70050048828125
2008-01-03,85.89849853515625,37.44711685180664
2008-01-04,85.87977600097656,36.25908279418945
2008-01-07,85.95477294921875,36.59767150878906
2008-01-08,85.89849853515625,35.26706314086914
2008-01-09,85.84223175048828,35.96207046508789
2008-01-10,85.87977600097656,36.437286376953125
2008-01-11,85.91727447509766,36.37788391113281
2008-01-14,85.99227905273438,36.27688980102539
2008-01-15,85.9735107421875,35.33241271972656
2008-01-16,85.9735107421875,35.789794921875
2008-01-17,85.93602752685547,35.35616683959961
2008-01-18,85.99227905273438,35.059146881103516
2008-01-22,86.02978515625,36.24125289916992
2008-01-23,86.1235580444336,39.20543670654297
2008-01-24,86.16109466552734,38.439125061035156
2008-01-25,86.06729125976562,37.90452575683594
2008-01-28,86.10479736328125,39.312355041503906
2008-01-29,86.17984008789062,39.07473373413086
2008-01-30,86.21735382080078,38.15994644165039
2008-01-31,86.21735382080078,39.06880187988281
2008-02-01,86.20794677734375,40.58949661254883
2008-02-04,86.22676086425781,39.95983123779297
2008-02-05,86.17036437988281,38.69456481933594
2008-02-06,86.24554443359375,37.95203399658203
2008-02-07,86.22676086425781,38.86683654785156
2008-02-08,86.22676086425781,37.66096878051758
2008-02-11,86.24554443359375,36.90656280517578
2008-02-12,86.22676086425781,38.07083511352539
2008-02-13,86.24554443359375,38.24904251098633
2008-02-14,86.26435852050781,37.96392059326172
2008-02-15,86.26435852050781,37.809471130371094
2008-02-19,86.26435852050781,37.15010070800781
2008-02-20,86.22676086425781,38.01737594604492
2008-02-21,86.30193328857422,37.15604782104492
2008-02-22,86.30193328857422,38.029266357421875
2008-02-25,86.26435852050781,39.20543670654297
2008-02-26,86.32075500488281,39.18166732788086
2008-02-27,86.33954620361328,38.9024772644043
2008-02-28,86.33954620361328,38.09459686279297
2008-02-29,86.3583755493164,37.42930221557617
2008-03-03,86.3904037475586,37.63127517700195
2008-03-04,86.3904037475586,37.32831954956055
2008-03-05,86.37153625488281,37.29267883300781
2008-03-06,86.40923309326172,35.581886291503906
2008-03-07,86.40923309326172,35.93831253051758
2008-03-10,86.40923309326172,35.35616683959961
2008-03-11,86.40923309326172,37.868865966796875
2008-03-12,86.42807006835938,37.0550651550293
2008-03-13,86.40923309326172,37.518402099609375
2008-03-14,86.52225494384766,36.90656280517578
2008-03-17,86.50341033935547,36.657073974609375
2008-03-18,86.59761047363281,38.52824783325195
2008-03-19,86.61640930175781,38.106483459472656
2008-03-20,86.59761047363281,39.69845962524414
2008-03-24,86.52225494384766,40.37564468383789
2008-03-25,86.46574401855469,40.6939811706543
2008-03-26,86.52225494384766,39.61882781982422
2008-03-27,86.54105377197266,39.450653076171875
2008-03-28,86.46574401855469,38.843990325927734
2008-03-31,86.55992889404297,39.10226058959961
2008-04-01,86.50332641601562,41.02434539794922
2008-04-02,86.50332641601562,41.19853973388672
2008-04-03,86.50332641601562,42.039451599121094
2008-04-04,86.54102325439453,41.354705810546875
2008-04-07,86.50332641601562,41.25860595703125
2008-04-08,86.55992889404297,40.74205017089844
2008-04-09,86.55992889404297,39.91313934326172
2008-04-10,86.55992889404297,39.82905578613281
2008-04-11,86.55992889404297,39.684898376464844
2008-04-14,86.59767150878906,39.46866226196289
2008-04-15,86.59767150878906,39.67288589477539
2008-04-16,86.54102325439453,41.384735107421875
2008-04-17,86.54102325439453,41.625003814697266
2008-04-18,86.4844741821289,41.667049407958984
2008-04-21,86.52220916748047,41.25260543823242
2008-04-22,86.54102325439453,41.06039047241211
2008-04-23,86.54102325439453,41.53489303588867
2008-04-24,86.55992889404297,42.489925384521484
2008-04-25,86.55992889404297,42.634098052978516
2008-04-28,86.50332641601562,42.730186462402344
2008-04-29,86.59767150878906,42.11152648925781
2008-04-30,86.50332641601562,41.37272262573242
2008-05-01,86.56754302978516,42.34577941894531
2008-05-02,86.51087188720703,42.417850494384766
2008-05-05,86.52979278564453,42.31575012207031
2008-05-06,86.49200439453125,42.65210723876953
2008-05-07,86.54864501953125,41.396751403808594
2008-05-08,86.51087188720703,41.37874984741211
2008-05-09,86.54864501953125,41.08441162109375
2008-05-12,86.54864501953125,41.96137237548828
2008-05-13,86.51087188720703,42.18360900878906
2008-05-14,86.51087188720703,42.46590042114258
2008-05-15,86.51087188720703,42.99448776245117
2008-05-16,86.52979278564453,42.712162017822266
2008-05-19,86.52979278564453,43.036529541015625
2008-05-20,86.49200439453125,42.147560119628906
2008-05-21,86.49200439453125,41.23456573486328
2008-05-22,86.54864501953125,40.958274841308594
2008-05-23,86.54864501953125,40.6939811706543
2008-05-27,86.54864501953125,41.2766227722168
2008-05-28,86.5864486694336,41.44480895996094
2008-05-29,86.54864501953125,41.87727737426758
2008-05-30,86.5864486694336,41.70907974243164
2008-06-02,86.65641021728516,41.12645721435547
2008-06-03,86.65641021728516,41.156471252441406
2008-06-04,86.63748931884766,41.384735107421875
2008-06-05,86.58075714111328,42.42386245727539
2008-06-06,86.59967041015625,40.74205017089844
2008-06-09,86.63748931884766,39.79902267456055
2008-06-10,86.69422912597656,39.955196380615234
2008-06-11,86.75093841552734,39.13230514526367
2008-06-12,86.69422912597656,39.3725700378418
2008-06-13,86.75093841552734,40.19544219970703
2008-06-16,86.75093841552734,40.772071838378906
2008-06-17,86.73202514648438,39.570777893066406
2008-06-18,86.76984405517578,38.98214340209961
2008-06-19,86.75093841552734,39.786991119384766
2008-06-20,86.78874969482422,38.80195236206055
2008-06-23,86.78874969482422,37.99708557128906
2008-06-24,86.78874969482422,38.01509094238281
2008-06-25,86.80766296386719,38.68614196777344
2008-06-26,86.80766296386719,37.30276870727539
2008-06-27,86.84547424316406,37.01155090332031
2008-06-30,86.78874969482422,36.89018630981445
2008-07-01,86.81902313232422,37.1025505065918
2008-07-02,86.81902313232422,36.33198928833008
2008-07-03,86.81902313232422,36.040740966796875
2008-07-07,86.80013275146484,35.30052185058594
2008-07-08,86.76226806640625,37.85491180419922
2008-07-09,86.78118896484375,35.0699462890625
2008-07-10,86.85690307617188,35.70703125
2008-07-11,86.9136962890625,35.719173431396484
2008-07-14,86.9136962890625,34.47534942626953
2008-07-15,86.93262481689453,34.14769744873047
2008-07-16,86.95157623291016,36.544349670410156
2008-07-17,86.81902313232422,37.13288497924805
2008-07-18,86.93262481689453,37.14501953125
2008-07-21,86.85690307617188,37.254234313964844
2008-07-22,86.89476776123047,38.43739318847656
2008-07-23,86.93262481689453,39.25650405883789
2008-07-24,86.9136962890625,36.84164810180664
2008-07-25,86.93262481689453,37.39985656738281
2008-07-28,86.93262481689453,36.60500717163086
2008-07-29,86.93262481689453,38.43739318847656
2008-07-30,86.95157623291016,38.24930953979492
2008-07-31,86.95157623291016,37.80030059814453
2008-08-01,86.92504119873047,37.891319274902344
2008-08-04,86.94395446777344,37.35738754272461
2008-08-05,86.96292114257812,38.953125
2008-08-06,86.92504119873047,38.77110290527344
2008-08-07,86.98189544677734,37.83063888549805
2008-08-08,86.96292114257812,39.056278228759766
2008-08-11,86.98189544677734,40.01491928100586
2008-08-12,86.92504119873047,39.12907791137695
2008-08-13,87.0008544921875,38.4980583190918
2008-08-14,86.98189544677734,39.135154724121094
2008-08-15,87.0008544921875,39.07447814941406
2008-08-18,86.94395446777344,38.25537872314453
2008-08-19,87.01981353759766,37.46660614013672
2008-08-20,87.01981353759766,37.557594299316406
2008-08-21,87.03876495361328,37.041873931884766
2008-08-22,87.05773162841797,37.891319274902344
2008-08-25,87.03876495361328,37.05400085449219
2008-08-26,87.05773162841797,37.33917236328125
2008-08-27,87.05773162841797,37.67290115356445
2008-08-28,87.05773162841797,38.92277526855469
2008-08-29,87.01981353759766,38.48592758178711
2008-09-02,87.08246612548828,38.95919418334961
2008-09-03,87.08246612548828,39.49312210083008
2008-09-04,87.08246612548828,38.26142883300781
2008-09-05,87.10144805908203,38.50413131713867
2008-09-08,87.10144805908203,40.1666259765625
2008-09-09,87.08246612548828,38.40705490112305
