Date,BIL,ILTB,IYR,VEMAX,VIGRX
2016-03-30,87.13835144042969,52.15743637084961,66.193115234375,25.36557388305664,52.36112594604492
2016-03-31,87.13835144042969,52.29932403564453,66.58648681640625,25.418636322021484,52.303863525390625
2016-04-01,87.13835144042969,52.47566223144531,66.6292724609375,25.37441635131836,52.742897033691406
2016-04-04,87.13835144042969,52.54267120361328,66.5351791381836,25.21521759033203,52.61882781982422
2016-04-05,87.15740966796875,52.877655029296875,66.15890502929688,24.79953384399414,52.10342788696289
2016-04-06,87.15740966796875,52.693424224853516,66.3213882446289,24.852598190307617,52.800174713134766
2016-04-07,87.13835144042969,52.73529052734375,65.96220397949219,24.578426361083984,52.16067886352539
2016-04-08,87.15740966796875,52.93629455566406,66.3384780883789,24.91451072692871,52.2370491027832
2016-04-11,87.13835144042969,52.78553771972656,66.25296783447266,25.17983627319336,51.99842834472656
2016-04-12,87.13835144042969,52.601295471191406,66.70623779296875,25.515926361083984,52.43748092651367
2016-04-13,87.15740966796875,52.80228042602539,66.55229187011719,25.98467445373535,52.9528923034668
2016-04-14,87.15740966796875,52.66829299926758,66.12469482421875,25.887386322021484,52.93378829956055
2016-04-15,87.13835144042969,53.08701705932617,66.56084442138672,25.86085319519043,52.8956184387207
2016-04-18,87.15740966796875,52.9781608581543,66.84306335449219,25.878541946411133,53.20104217529297
2016-04-19,87.15740966796875,53.078651428222656,66.9114761352539,26.117341995239258,53.1055908203125
2016-04-20,87.15740966796875,52.80228042602539,65.97074890136719,26.002361297607422,53.1055908203125
2016-04-21,87.13835144042969,52.601295471191406,64.85042572021484,25.86085319519043,52.94334411621094
2016-04-22,87.15740966796875,52.685028076171875,65.54312896728516,25.76356315612793,52.81925964355469
2016-04-25,87.13835144042969,52.500789642333984,65.95364379882812,25.577835083007812,52.77153778076172
2016-04-26,87.15740966796875,52.30817794799805,66.193115234375,25.73703384399414,52.76198959350586
2016-04-27,87.15740966796875,52.676666259765625,66.17598724365234,25.843164443969727,52.599735260009766
2016-04-28,87.15740966796875,52.94465637207031,66.02206420898438,25.719343185424805,52.132049560546875
2016-04-29,87.17648315429688,53.053524017333984,65.47472381591797,25.622055053710938,51.90298843383789
2016-05-02,87.15740966796875,52.80148696899414,66.34703826904297,25.61321258544922,52.380210876464844
2016-05-03,87.17648315429688,53.145931243896484,66.20164489746094,25.038331985473633,51.95071029663086
2016-05-04,87.15740966796875,53.179542541503906,67.09107971191406,24.737621307373047,51.71210861206055
2016-05-05,87.15740966796875,53.540802001953125,67.3476333618164,24.69339942932129,51.71210861206055
2016-05-06,87.17648315429688,53.38957595825195,68.00615692138672,24.65802574157715,51.912532806396484
2016-05-09,87.17648315429688,53.339176177978516,68.5534896850586,24.445762634277344,52.12251663208008
2016-05-10,87.17648315429688,53.36437225341797,68.6817626953125,24.728775024414062,52.77153778076172
2016-05-11,87.13835144042969,53.60801696777344,67.45881652832031,24.6668701171875,52.15113830566406
2016-05-12,87.13835144042969,53.49038314819336,67.79232788085938,24.640336990356445,52.08433532714844
2016-05-13,87.13835144042969,53.7004280090332,67.2449951171875,24.28656005859375,51.750282287597656
2016-05-16,87.13835144042969,53.46518325805664,67.77523040771484,24.50766944885254,52.29432678222656
2016-05-17,87.13835144042969,53.2719612121582,66.74898529052734,24.43691635131836,51.750282287597656
2016-05-18,87.15740966796875,52.80988693237305,65.81681060791016,24.26003074645996,51.750282287597656
2016-05-19,87.13835144042969,52.9275016784668,65.10699462890625,23.99469757080078,51.49258041381836
2016-05-20,87.15740966796875,52.80988693237305,65.62866973876953,24.136207580566406,51.90298843383789
2016-05-23,87.17648315429688,52.893890380859375,65.68853759765625,24.136207580566406,51.836177825927734
2016-05-24,87.13835144042969,52.86870574951172,66.4753189086914,24.268869400024414,52.65699768066406
2016-05-25,87.15740966796875,52.7426872253418,66.57793426513672,24.543045043945312,52.90516662597656
2016-05-26,87.15740966796875,53.19634246826172,66.62071990966797,24.640336990356445,52.97196960449219
2016-05-27,87.17648315429688,53.10393142700195,66.9114761352539,24.773000717163086,53.21058654785156
2016-05-31,87.17648315429688,53.137535095214844,66.9200439453125,24.755311965942383,53.17241287231445
2016-06-01,87.17648315429688,53.232784271240234,66.96280670166016,24.87028694152832,53.22968292236328
2016-06-02,87.15740966796875,53.54463195800781,67.32197570800781,24.94988441467285,53.41102600097656
2016-06-03,87.17648315429688,54.05031967163086,67.52723693847656,25.21521759033203,53.26785659790039
2016-06-06,87.195556640625,53.890159606933594,67.10816955566406,25.462862014770508,53.430110931396484
2016-06-07,87.195556640625,54.04189682006836,67.5186767578125,25.77241325378418,53.458736419677734
2016-06-08,87.195556640625,54.35372543334961,67.87786102294922,25.98467445373535,53.64009475708008
2016-06-09,87.15740966796875,54.48014831542969,67.9804916381836,25.73703384399414,53.573280334472656
2016-06-10,87.15740966796875,54.63186264038086,67.64695739746094,25.24175453186035,52.98152160644531
2016-06-13,87.15740966796875,54.640281677246094,67.59564208984375,24.864288330078125,52.644657135009766
2016-06-14,87.15740966796875,54.454872131347656,67.2279052734375,24.739660263061523,52.625518798828125
2016-06-15,87.15740966796875,54.65714645385742,67.84365844726562,24.944412231445312,52.54895782470703
2016-06-16,87.17648315429688,54.926841735839844,68.18572998046875,24.819780349731445,52.63508605957031
2016-06-17,87.15740966796875,54.64872360229492,68.0831069946289,24.962217330932617,52.30970764160156
2016-06-20,87.17648315429688,54.38744354248047,68.2114028930664,25.300504684448242,52.65422439575195
2016-06-21,87.17648315429688,54.28630447387695,68.49185943603516,25.478553771972656,52.721214294433594
2016-06-22,87.17648315429688,54.25259780883789,68.45735168457031,25.612085342407227,52.60637283325195
2016-06-23,87.17648315429688,54.21889114379883,68.9146957397461,25.968185424804688,53.2667121887207
2016-06-24,87.15740966796875,54.93529510498047,68.07764434814453,24.92660903930664,51.35270309448242
2016-06-27,87.15740966796875,55.48312759399414,67.94821166992188,24.61502456665039,50.42441177368164
2016-06-28,87.15740966796875,56.12366485595703,69.42382049560547,25.19367790222168,51.419700622558594
2016-06-29,87.15740966796875,55.98881530761719,70.31266784667969,25.683307647705078,52.271419525146484
2016-06-30,87.15740966796875,56.28380584716797,71.09794616699219,26.012691497802734,52.81690216064453
2016-07-01,87.195556640625,56.69296646118164,71.0461654663086,26.119522094726562,53.03702163696289
2016-07-05,87.195556640625,57.3862190246582,71.5898208618164,25.825746536254883,52.78820037841797
2016-07-06,87.17648315429688,57.4538459777832,71.3309555053711,25.71001625061035,53.06573486328125
2016-07-07,87.195556640625,57.30168914794922,70.70099639892578,25.70111083984375,53.15186309814453
2016-07-08,87.17648315429688,57.90190505981445,71.74515533447266,26.057201385498047,53.98445129394531
2016-07-11,87.195556640625,57.791988372802734,72.2629165649414,26.35098648071289,54.185420989990234
2016-07-12,87.15740966796875,56.93813705444336,72.34920501708984,26.680370330810547,54.49166488647461
2016-07-13,87.17648315429688,57.284767150878906,72.65125274658203,26.724882125854492,54.38639831542969
2016-07-14,87.195556640625,57.03959274291992,72.11620330810547,26.974145889282227,54.66392135620117
2016-07-15,87.17648315429688,56.38862228393555,72.17662811279297,27.027565002441406,54.57779312133789
2016-07-18,87.17648315429688,56.464725494384766,72.35784912109375,27.143295288085938,54.778770446777344
2016-07-19,87.195556640625,56.752159118652344,72.68576049804688,27.045366287231445,54.69263458251953
2016-07-20,87.195556640625,56.47319412231445,72.66850280761719,27.125490188598633,54.98930358886719
2016-07-21,87.195556640625,56.34637451171875,72.77205657958984,27.06317138671875,54.78833770751953
2016-07-22,87.195556640625,56.566162109375,73.37612915039062,27.170005798339844,55.01801681518555
2016-07-25,87.17648315429688,56.3040885925293,73.30708312988281,27.06317138671875,54.922325134277344
2016-07-26,87.17648315429688,56.48161697387695,72.97054290771484,27.170005798339844,54.90317153930664
2016-07-27,87.195556640625,56.85360336303711,72.4527587890625,27.178903579711914,54.98930358886719
2016-07-28,87.17648315429688,56.69296646118164,72.98779296875,27.21451187133789,55.228553771972656
2016-07-29,87.195556640625,56.988887786865234,73.6954116821289,27.223417282104492,55.34340286254883
2016-08-01,87.17648315429688,56.61494445800781,73.95427703857422,27.312440872192383,55.467803955078125
2016-08-02,87.195556640625,56.360572814941406,72.83248138427734,27.125490188598633,55.046730041503906
2016-08-03,87.17648315429688,56.04682540893555,72.52182006835938,27.16110610961914,55.190277099609375
2016-08-04,87.17648315429688,56.50472640991211,72.34920501708984,27.348047256469727,55.257266998291016
2016-08-05,87.17648315429688,56.00444793701172,72.44412994384766,27.659631729125977,55.60178756713867
2016-08-08,87.17648315429688,56.33513641357422,72.51318359375,27.855484008789062,55.477378845214844
2016-08-09,87.17648315429688,56.725162506103516,72.78068542480469,27.997920989990234,55.573081970214844
2016-08-10,87.17648315429688,57.01345443725586,72.68576049804688,27.97121238708496,55.467803955078125
2016-08-11,87.17648315429688,56.65734100341797,71.99541473388672,28.175966262817383,55.716617584228516
2016-08-12,87.17648315429688,56.86932373046875,72.19387817382812,28.149263381958008,55.716617584228516
2016-08-15,87.17648315429688,56.87778854370117,72.14210510253906,28.416330337524414,55.88888931274414
2016-08-16,87.17648315429688,56.68277359008789,71.29642486572266,28.345117568969727,55.54437255859375
2016-08-17,87.17648315429688,56.84389114379883,71.50353240966797,28.318405151367188,55.60178756713867
2016-08-18,87.195556640625,56.894737243652344,71.29642486572266,28.469743728637695,55.659210205078125
2016-08-19,87.17648315429688,56.83540344238281,70.77865600585938,28.27389144897461,55.64964294433594
2016-08-22,87.17648315429688,57.1915283203125,71.14109802246094,28.069137573242188,55.66877365112305
2016-08-23,87.17648315429688,57.03889846801758,71.29642486572266,27.935604095458984,55.81233215332031
2016-08-24,87.195556640625,57.14065170288086,70.95125579833984,27.802066802978516,55.39125061035156
2016-08-25,87.17648315429688,56.988014221191406,71.21012115478516,27.855484008789062,55.29554748535156
2016-08-26,87.17648315429688,56.83540344238281,70.545654296875,27.78426170349121,55.26683807373047
2016-08-29,87.195556640625,57.32719421386719,71.21012115478516,27.882190704345703,55.45823669433594
2016-08-30,87.195556640625,57.166080474853516,71.08931732177734,27.855484008789062,55.276405334472656
2016-08-31,87.195556640625,57.183048248291016,71.22740173339844,27.686338424682617,55.15199661254883
2016-09-01,87.195556640625,57.20685577392578,71.10657501220703,27.659631729125977,55.257266998291016
2016-09-02,87.21461486816406,56.89219665527344,71.67610931396484,27.980117797851562,55.467803955078125
2016-09-06,87.21461486816406,57.155818939208984,72.18524932861328,28.647796630859375,55.69749450683594
2016-09-07,87.195556640625,57.13031768798828,72.59947204589844,28.6210880279541,55.7261962890625
2016-09-08,87.195556640625,56.620079040527344,71.77104187011719,28.585477828979492,55.42952346801758
2016-09-09,87.21461486816406,55.88871765136719,68.9146957397461,27.908897399902344,53.9940299987793
2016-09-12,87.17648315429688,55.88871765136719,69.75175476074219,27.94854164123535,54.866703033447266
2016-09-13,87.195556640625,55.318946838378906,68.05174255371094,27.38992691040039,54.1850700378418
2016-09-14,87.195556640625,55.51454544067383,68.25885772705078,27.416959762573242,54.33867645263672
2016-09-15,87.195556640625,55.27643585205078,68.56952667236328,27.714284896850586,54.9531135559082
2016-09-16,87.195556640625,55.63360595703125,68.50047302246094,27.552106857299805,54.76110076904297
2016-09-19,87.195556640625,55.54005813598633,69.14767456054688,27.79537010192871,54.72270202636719
2016-09-20,87.195556640625,55.67612075805664,69.03550720214844,27.82240104675293,54.80910873413086
2016-09-21,87.195556640625,56.20337677001953,69.82940673828125,28.245864868164062,55.3851318359375
2016-09-22,87.21461486816406,56.6115608215332,71.18424224853516,28.480119705200195,55.82676315307617
2016-09-23,87.21461486816406,56.26292037963867,71.36546325683594,28.263885498046875,55.500343322753906
2016-09-26,87.21461486816406,56.67110061645508,71.4489974975586,27.903488159179688,55.068321228027344
2016-09-27,87.195556640625,56.832679748535156,70.89202880859375,28.15576171875,55.43313217163086
2016-09-28,87.195556640625,57.019775390625,71.28364562988281,28.30893325805664,55.60593795776367
2016-09-29,87.195556640625,57.03677749633789,70.51780700683594,28.020618438720703,55.11631774902344
2016-09-30,87.21461486816406,56.645591735839844,70.17842102050781,28.038639068603516,55.5195426940918
2016-10-03,87.195556640625,56.47413635253906,68.90782928466797,28.245864868164062,55.3563346862793
2016-10-04,87.21461486816406,56.158538818359375,67.91571807861328,28.19180679321289,55.12592315673828
2016-10-05,87.21461486816406,56.02207565307617,66.60160827636719,28.42606544494629,55.241127014160156
2016-10-06,87.21461486816406,55.8173713684082,66.71475219726562,28.40804100036621,55.241127014160156
2016-10-07,87.21461486816406,55.85148620605469,66.61900329589844,28.31794548034668,55.068321228027344
2016-10-10,87.21461486816406,55.740596771240234,67.01062774658203,28.462100982666016,55.28913116455078
2016-10-11,87.195556640625,55.64677810668945,66.34053039550781,28.038639068603516,54.55949783325195
2016-10-12,87.21461486816406,55.62118148803711,67.23690032958984,28.056655883789062,54.665103912353516
2016-10-13,87.195556640625,55.808837890625,67.61112976074219,27.83141326904297,54.521095275878906
2016-10-14,87.195556640625,55.28853225708008,67.38484954833984,27.89447784423828,54.47309875488281
2016-10-17,87.195556640625,55.450599670410156,67.47187042236328,27.83141326904297,54.28107833862305
2016-10-18,87.195556640625,55.68089294433594,67.93310546875,28.299924850463867,54.665103912353516
2016-10-19,87.21461486816406,55.7491455078125,68.22032165527344,28.44408416748047,54.81870651245117
2016-10-20,87.195556640625,55.8770866394043,67.95922088623047,28.42606544494629,54.780303955078125
2016-10-21,87.195556640625,55.86854934692383,67.8721923828125,28.40804100036621,54.866703033447266
2016-10-24,87.195556640625,55.732078552246094,68.0549545288086,28.588239669799805,55.23152542114258
2016-10-25,87.195556640625,55.77472686767578,67.9244155883789,28.59724998474121,54.80910873413086
2016-10-26,87.21461486816406,55.36532211303711,67.13247680664062,28.399030685424805,54.482688903808594
2016-10-27,87.195556640625,54.87060546875,65.59209442138672,28.218835830688477,54.233070373535156
2016-10-28,87.21461486816406,54.69148254394531,65.7226333618164,28.12873649597168,54.089073181152344
2016-10-31,87.23370361328125,54.99854278564453,66.69733428955078,28.22784423828125,54.04106903076172
2016-11-01,87.21461486816406,54.71702575683594,65.22659301757812,28.074678421020508,53.62824630737305
2016-11-02,87.23370361328125,54.828269958496094,64.39112854003906,27.79537010192871,53.21543502807617
2016-11-03,87.21461486816406,54.62290573120117,64.01690673828125,27.642208099365234,52.90821075439453
2016-11-04,87.23370361328125,54.871036529541016,64.35630798339844,27.489044189453125,52.87941360473633
2016-11-07,87.21461486816406,54.85393142700195,65.40933990478516,28.083688735961914,54.050662994384766
2016-11-08,87.23370361328125,54.65714645385742,65.80966186523438,28.290916442871094,54.34828186035156
2016-11-09,87.195556640625,53.08279037475586,64.59130096435547,27.9215145111084,54.597896575927734
2016-11-10,87.195556640625,52.3983039855957,63.41642761230469,27.308835983276367,54.21387481689453
2016-11-11,87.15740966796875,52.15871810913086,63.75584030151367,26.696170806884766,54.127471923828125
2016-11-14,87.195556640625,51.69668960571289,64.8349609375,26.38983917236328,53.772247314453125
2016-11-15,87.21461486816406,52.133060455322266,64.59999084472656,26.58805274963379,54.19468307495117
2016-11-16,87.21461486816406,52.38973617553711,64.46073913574219,26.552013397216797,54.367488861083984
2016-11-17,87.23370361328125,51.73089599609375,63.92988204956055,26.552013397216797,54.73230743408203
2016-11-18,87.21461486816406,51.516990661621094,64.121337890625,26.488948822021484,54.56909942626953
2016-11-21,87.195556640625,51.576900482177734,64.13004302978516,26.678150177001953,55.039520263671875
2016-11-22,87.195556640625,51.65391159057617,65.22659301757812,26.9304256439209,55.09711837768555
2016-11-23,87.195556640625,51.516990661621094,64.86978149414062,26.840328216552734,55.09711837768555
2016-11-25,87.21461486816406,51.688140869140625,65.20046997070312,26.867359161376953,55.26033020019531
2016-11-28,87.195556640625,51.833587646484375,65.42675018310547,27.047555923461914,54.97230911254883
2016-11-29,87.195556640625,52.02181625366211,65.96630859375,26.939437866210938,55.12592315673828
2016-11-30,87.195556640625,51.73089599609375,65.13957214355469,27.002506256103516,54.684303283691406
2016-12-01,87.23562622070312,51.11368179321289,64.1126480102539,26.840328216552734,54.050662994384766
2016-12-02,87.21653747558594,51.38838195800781,64.79144287109375,26.79527473449707,54.127471923828125
2016-12-05,87.21653747558594,51.405555725097656,65.30492401123047,26.876367568969727,54.53068923950195
2016-12-06,87.23562622070312,51.44846725463867,65.7226333618164,27.065576553344727,54.69390106201172
2016-12-07,87.23562622070312,51.9034538269043,67.00193786621094,27.37190818786621,55.3563346862793
2016-12-08,87.23562622070312,51.439884185791016,67.3413314819336,27.507057189941406,55.5195426940918
2016-12-09,87.23562622070312,51.242431640625,67.28912353515625,27.471019744873047,55.83635711669922
2016-12-12,87.21653747558594,51.087921142578125,67.70684814453125,27.209732055664062,55.65394592285156
2016-12-13,87.23562622070312,51.259613037109375,67.70684814453125,27.443988800048828,56.12437438964844
2016-12-14,87.23562622070312,51.259613037109375,66.45366668701172,26.94844627380371,55.77875518798828
2016-12-15,87.23562622070312,51.079345703125,65.95760345458984,26.876367568969727,55.903564453125
2016-12-16,87.21653747558594,50.98488998413086,66.83658599853516,26.72319793701172,55.759552001953125
2016-12-19,87.23562622070312,51.36262130737305,67.5763168334961,26.570207595825195,55.86516189575195
2016-12-20,87.21653747558594,51.259613037109375,67.69815063476562,26.579261779785156,56.066768646240234
2016-12-21,87.23562622070312,51.542903900146484,66.8650894165039,26.5611572265625,55.935630798339844
2016-12-22,87.21653747558594,51.42831802368164,66.74154663085938,26.361997604370117,55.75242233276367
2016-12-23,87.21653747558594,51.59202194213867,66.91802215576172,26.34388542175293,55.85849380493164
2016-12-27,87.23562622070312,51.5230827331543,66.99744415283203,26.43441390991211,56.04169464111328
2016-12-28,87.23371124267578,51.85910415649414,66.60035705566406,26.588315963745117,55.6077880859375
2016-12-29,87.25277709960938,52.0228157043457,67.26219940185547,26.92327117919922,55.617431640625
2016-12-30,87.21461486816406,52.25545120239258,67.89757537841797,26.959482192993164,55.27030563354492
2017-01-03,87.25277709960938,52.298526763916016,68.17115020751953,27.194856643676758,55.74278259277344
2017-01-04,87.25277709960938,52.462223052978516,69.10657501220703,27.35780906677246,56.18632888793945
2017-01-05,87.23371124267578,53.108402252197266,69.34484100341797,27.638450622558594,56.32133102416992
2017-01-06,87.25277709960938,52.824092864990234,69.19482421875,27.593181610107422,56.72631072998047
2017-01-09,87.25277709960938,53.0911865234375,68.73593139648438,27.493602752685547,56.7166633605957
2017-01-10,87.23371124267578,52.96195602416992,68.09172058105469,27.656551361083984,56.72631072998047
2017-01-11,87.25277709960938,52.99641036987305,67.80052185058594,27.80139923095703,56.79380416870117
2017-01-12,87.25277709960938,53.13426208496094,68.10936737060547,27.93719482421875,56.7552375793457
2017-01-13,87.25277709960938,52.918853759765625,68.03878021240234,27.93719482421875,56.89986801147461
2017-01-17,87.25277709960938,53.25489807128906,68.49767303466797,27.873823165893555,56.851661682128906
2017-01-18,87.23371124267578,52.90163803100586,68.61238861083984,27.900983810424805,57.02522277832031
2017-01-19,87.23371124267578,52.669010162353516,67.89757537841797,27.837614059448242,56.84201431274414
2017-01-20,87.25277709960938,52.539756774902344,68.32999420166016,27.864770889282227,56.948081970214844
2017-01-23,87.23371124267578,52.849937438964844,68.85066986083984,28.118247985839844,56.90951156616211
2017-01-24,87.23371124267578,52.539756774902344,69.00950622558594,28.353626251220703,57.22771072387695
2017-01-25,87.25277709960938,52.272666931152344,68.63884735107422,28.516576766967773,57.72911071777344
2017-01-26,87.2718734741211,52.38467025756836,68.5682601928711,28.5256290435791,57.66161346435547
2017-01-27,87.23371124267578,52.40190124511719,67.9240493774414,28.49846839904785,57.623050689697266
2017-01-30,87.2718734741211,52.436363220214844,67.45636749267578,28.353626251220703,57.28557205200195
2017-01-31,87.25277709960938,52.63454055786133,67.98583221435547,28.290252685546875,57.28557205200195
2017-02-01,87.2585220336914,52.49881362915039,67.18278503417969,28.462261199951172,57.507347106933594
2017-02-02,87.2585220336914,52.472877502441406,67.9328842163086,28.552791595458984,57.58448028564453
2017-02-03,87.23944854736328,52.429664611816406,68.39176940917969,28.697635650634766,57.893043518066406
2017-02-06,87.27761840820312,52.76679611206055,68.16232299804688,28.724794387817383,57.81589889526367
2017-02-07,87.27761840820312,53.00020980834961,68.06526184082031,28.6433162689209,57.941253662109375
2017-02-08,87.27761840820312,53.40652084350586,68.5594482421875,28.77005958557129,58.11481857299805
2017-02-09,87.27761840820312,53.10394287109375,68.77124786376953,28.96016502380371,58.41373062133789
2017-02-10,87.2585220336914,53.00883865356445,69.30072021484375,29.12311363220215,58.61622619628906
2017-02-13,87.2585220336914,52.853248596191406,69.53016662597656,29.331340789794922,58.85728454589844
2017-02-14,87.27761840820312,52.67170715332031,69.14187622070312,29.35849380493164,59.05012893676758
2017-02-15,87.2585220336914,52.654415130615234,69.0801010131836,29.548606872558594,59.37797546386719
2017-02-16,87.2585220336914,52.67170715332031,69.40660858154297,29.53049659729004,59.281551361083984
2017-02-17,87.27761840820312,52.87052917480469,69.52134704589844,29.42186164855957,59.50333023071289
2017-02-21,87.2585220336914,52.9310417175293,70.39498901367188,29.657238006591797,59.8311653137207
2017-02-22,87.2585220336914,53.0780143737793,70.21849060058594,29.729663848876953,59.79259490966797
2017-02-23,87.2585220336914,53.207672119140625,70.5185317993164,29.720611572265625,59.6961669921875
2017-02-24,87.2585220336914,53.57075119018555,70.87152862548828,29.51239585876465,59.86973571777344
2017-02-27,87.2585220336914,53.43244934082031,71.2421646118164,29.39470672607422,59.975807189941406
2017-02-28,87.29666900634766,53.639896392822266,70.95976257324219,29.22269630432129,59.7733154296875
2017-03-01,87.26232147216797,52.99728775024414,70.7391586303711,29.50334358215332,60.535064697265625
2017-03-02,87.26232147216797,52.89320755004883,70.44794464111328,29.132173538208008,60.25543212890625
2017-03-03,87.28142547607422,52.92790603637695,70.28026580810547,29.249860763549805,60.303646087646484
2017-03-06,87.300537109375,52.797813415527344,69.95374298095703,29.295129776000977,60.13008117675781
2017-03-07,87.26232147216797,52.667724609375,69.6537094116211,29.30417823791504,59.995086669921875
2017-03-08,87.26232147216797,52.407554626464844,68.58592224121094,29.150278091430664,59.927589416503906
2017-03-09,87.26232147216797,51.88721466064453,67.71226501464844,28.84248161315918,59.96615982055664
