Date,BIL,CBFSX,GVI,HYG,ILTB,IYR,JKD,MDY,MUB,VIGRX,VISVX
2020-03-26,91.57099151611328,9.497770309448242,112.60462188720703,73.9466552734375,68.76043701171875,69.22750091552734,148.43099975585938,265.7048645019531,113.16432189941406,81.8182144165039,21.80733299255371
2020-03-27,91.5510025024414,9.63670539855957,112.47638702392578,74.13914489746094,69.65658569335938,69.31636047363281,143.64321899414062,257.27923583984375,111.68827056884766,78.88795471191406,21.024961471557617
2020-03-30,91.5510025024414,9.666266441345215,113.38392639160156,74.77438354492188,69.4033203125,70.69873809814453,147.7356719970703,264.0555114746094,112.00315856933594,81.58897399902344,21.361679077148438
2020-03-31,91.56099700927734,9.735239028930664,113.16690826416016,74.17765045166016,69.38385009765625,68.69429779052734,145.6000518798828,261.1939697265625,111.20610809326172,80.5025863647461,21.114093780517578
2020-04-01,91.5530014038086,9.705680847167969,113.48213195800781,72.1414794921875,68.5115737915039,64.16207122802734,139.0839080810547,245.4158172607422,108.52115631103516,76.84474182128906,19.777132034301758
2020-04-02,91.56299591064453,9.705680847167969,113.35368347167969,72.70250701904297,69.04881286621094,64.43855285644531,141.8850555419922,248.1978759765625,108.5310287475586,78.25006866455078,19.935585021972656
2020-04-03,91.53300476074219,9.69582748413086,113.31415557861328,71.14515686035156,68.90229034423828,63.4313850402832,139.90835571289062,241.53089904785156,108.39299011230469,77.10387420654297,19.301767349243164
2020-04-06,91.54299926757812,9.715533256530762,113.38331604003906,72.87662506103516,69.6446533203125,68.19071197509766,149.93089294433594,261.1442565917969,109.64523315429688,83.13385009765625,20.9061222076416
2020-04-07,91.52301025390625,9.78450870513916,113.7983627319336,72.87662506103516,69.62511444091797,68.85227966308594,149.99050903320312,264.1846923828125,110.36502075195312,82.79496765136719,21.173513412475586
2020-04-08,91.53300476074219,9.823920249938965,113.76870727539062,74.77255249023438,69.79117584228516,73.77946472167969,155.0365447998047,277.6775817871094,110.7594223022461,85.27671813964844,22.23318099975586
2020-04-09,91.51300811767578,10.0012845993042,114.78652954101562,79.66708374023438,72.02800750732422,77.88710021972656,157.8178253173828,287.11663818359375,111.53838348388672,86.08404541015625,23.23342514038086
2020-04-13,91.53300476074219,10.080111503601074,114.89523315429688,78.52568817138672,71.62753295898438,74.71751403808594,155.54312133789062,278.17437744140625,111.42005920410156,85.94451141357422,22.460960388183594
2020-04-14,91.54299926757812,10.139233589172363,114.855712890625,78.85456085205078,71.39310455322266,76.69233703613281,160.18190002441406,284.0365295410156,111.65669250488281,89.23358154296875,22.807579040527344
2020-04-15,91.53300476074219,10.168791770935059,115.19168090820312,78.11940002441406,72.23313903808594,73.78935241699219,156.0795135498047,272.8785705566406,112.27789306640625,87.84819030761719,21.74791145324707
2020-04-16,91.52301025390625,10.19835376739502,114.65806579589844,78.04202270507812,72.56523895263672,72.95991516113281,156.8443603515625,272.64007568359375,112.01165771484375,88.8747787475586,21.52013397216797
2020-04-17,91.54299926757812,10.178647994995117,115.02369689941406,78.43860626220703,72.54569244384766,75.13221740722656,161.03614807128906,282.2679443359375,111.92292785644531,90.60901641845703,22.540185928344727
2020-04-20,91.53300476074219,10.178647994995117,115.10274505615234,77.25850677490234,72.20381164550781,72.40696716308594,157.93701171875,276.932373046875,111.5087890625,89.2236099243164,22.005399703979492
2020-04-21,91.53300476074219,10.149085998535156,114.72724151611328,75.84624481201172,72.45779418945312,71.08383178710938,153.16909790039062,269.5897521972656,110.95662689208984,86.19368743896484,21.470617294311523
2020-04-22,91.53300476074219,10.149085998535156,114.76676940917969,76.51367950439453,72.09637451171875,72.2193603515625,156.21859741210938,273.285888671875,110.8481674194336,88.78507995605469,21.64887809753418
