Date,BIL,VIGRX
2007-12-19,85.86296844482422,28.352806091308594
2007-12-20,85.90037536621094,28.612768173217773
2007-12-21,85.90037536621094,29.089359283447266
2007-12-24,85.90037536621094,29.323320388793945
2007-12-26,85.86296844482422,29.37531280517578
2007-12-27,85.90037536621094,28.968040466308594
2007-12-28,85.89849853515625,29.011363983154297
2007-12-31,85.87977600097656,28.79473114013672
2008-01-02,85.95477294921875,28.387462615966797
2008-01-03,85.89849853515625,28.42212677001953
2008-01-04,85.87977600097656,27.57293128967285
2008-01-07,85.95477294921875,27.538267135620117
2008-01-08,85.89849853515625,27.044347763061523
2008-01-09,85.84223175048828,27.399620056152344
2008-01-10,85.87977600097656,27.59026336669922
2008-01-11,85.91727447509766,27.113672256469727
2008-01-14,85.99227905273438,27.486276626586914
2008-01-15,85.9735107421875,26.793054580688477
2008-01-16,85.9735107421875,26.515764236450195
2008-01-17,85.93602752685547,25.857200622558594
2008-01-18,85.99227905273438,25.822547912597656
2008-01-22,86.02978515625,25.441265106201172
2008-01-23,86.1235580444336,25.744558334350586
2008-01-24,86.16109466552734,26.14315414428711
2008-01-25,86.06729125976562,25.787879943847656
2008-01-28,86.10479736328125,26.12582778930664
2008-01-29,86.17984008789062,26.212482452392578
2008-01-30,86.21735382080078,26.09116554260254
2008-01-31,86.21735382080078,26.507104873657227
2008-02-01,86.20794677734375,26.871042251586914
2008-02-04,86.22676086425781,26.611083984375
2008-02-05,86.17036437988281,25.848541259765625
2008-02-06,86.24554443359375,25.59724998474121
2008-02-07,86.22676086425781,25.787879943847656
2008-02-08,86.22676086425781,25.86586570739746
2008-02-11,86.24554443359375,26.169158935546875
2008-02-12,86.22676086425781,26.25580596923828
2008-02-13,86.24554443359375,26.689071655273438
2008-02-14,86.26435852050781,26.33379554748535
2008-02-15,86.26435852050781,26.290475845336914
2008-02-19,86.26435852050781,26.290475845336914
2008-02-20,86.22676086425781,26.5677547454834
2008-02-21,86.30193328857422,26.238479614257812
