Date,BIL,IYR,JEDAX,JKD,LDVIX,USCI,VEMAX,VIGRX
2016-01-06,87.1001968383789,63.655303955078125,6.208406448364258,105.80867004394531,8.487785339355469,39.4900016784668,23.11615562438965,50.657623291015625
2016-01-07,87.11927032470703,62.23549270629883,6.192215919494629,102.88542938232422,8.048084259033203,39.369998931884766,22.3568058013916,49.40118408203125
2016-01-08,87.11927032470703,61.500247955322266,6.192215919494629,102.0411605834961,7.993122100830078,39.16999816894531,22.312658309936523,48.91573715209961
2016-01-11,87.11927032470703,61.74531936645508,6.176028251647949,102.16824340820312,8.055935859680176,38.70000076293945,21.977127075195312,48.97284698486328
2016-01-12,87.13835144042969,61.31429672241211,6.159841060638428,102.86727905273438,8.244379043579102,38.58000183105469,22.0654239654541,49.42973327636719
2016-01-13,87.11927032470703,60.3846549987793,6.143651485443115,100.21638488769531,7.773271083831787,38.709999084472656,21.8535099029541,47.95436477661133
2016-01-14,87.1001968383789,60.300148010253906,6.127460956573486,101.75064849853516,8.063788414001465,38.75,22.10074234008789,48.706329345703125
2016-01-15,87.1001968383789,59.61559295654297,6.086989402770996,99.42657470703125,7.616236209869385,38.459999084472656,21.341386795043945,47.68783950805664
2016-01-19,87.11927032470703,59.793087005615234,6.0950846672058105,99.92588806152344,7.647642612457275,38.709999084472656,21.535640716552734,47.68783950805664
2016-01-20,87.11927032470703,58.20420455932617,6.062706470489502,98.56413269042969,7.702606201171875,38.59000015258789,21.085325241088867,47.33565902709961
2016-01-21,87.13835144042969,58.59298324584961,6.07080078125,98.64583587646484,7.67119836807251,38.81999969482422,20.94405174255371,47.5736198425293
2016-01-22,87.1001968383789,60.21563720703125,6.119366645812988,100.3979721069336,8.048084259033203,39.20000076293945,21.62394142150879,48.715850830078125
2016-01-25,87.11927032470703,59.62404251098633,6.11127233505249,99.02711486816406,7.922455310821533,38.880001068115234,21.500322341918945,48.02099609375
2016-01-26,87.1001968383789,60.90019226074219,6.119366645812988,100.69754791259766,7.922455310821533,39.290000915527344,21.6151065826416,48.55403518676758
2016-01-27,87.11927032470703,59.953651428222656,6.146158695220947,99.83509826660156,7.5298662185668945,39.400001525878906,21.588623046875,47.68783950805664
2016-01-28,87.11927032470703,59.55642318725586,6.170517444610596,99.79877471923828,7.891048431396484,39.16999816894531,21.8535099029541,47.9638786315918
2016-01-29,87.13835144042969,60.8494873046875,6.178638935089111,102.1864013671875,8.189416885375977,39.43000030517578,22.683500289916992,49.04899215698242
2016-02-01,87.1001968383789,60.85793685913086,6.170517444610596,102.63125610351562,8.283638000488281,39.459999084472656,22.551055908203125,49.1536979675293
2016-02-02,87.1001968383789,60.21563720703125,6.146158695220947,100.497802734375,8.095194816589355,39.33000183105469,21.994787216186523,48.239933013916016
2016-02-03,87.11927032470703,60.51143264770508,6.1542792320251465,100.95174407958984,7.843937397003174,39.56999969482422,22.0919132232666,48.37317657470703
2016-02-04,87.13835144042969,60.57904815673828,6.162398815155029,101.29672241210938,7.788974761962891,39.43000030517578,22.462764739990234,48.4017333984375
2016-02-05,87.13835144042969,59.2183723449707,6.170517444610596,99.32669830322266,7.207943439483643,39.43000030517578,22.3568058013916,46.96443557739258
2016-02-08,87.11927032470703,57.4774169921875,6.1380414962768555,98.21914672851562,7.0273518562316895,39.56999969482422,22.08308219909668,46.069698333740234
2016-02-09,87.13835144042969,56.54777526855469,6.121804237365723,98.32808685302734,6.9566850662231445,39.380001068115234,21.871171951293945,46.069698333740234
2016-02-10,87.11927032470703,56.843570709228516,6.121804237365723,98.30992889404297,7.074462413787842,39.38999938964844,21.897663116455078,46.241031646728516
2016-02-11,87.13835144042969,56.00687789916992,6.105564594268799,96.93001556396484,7.168684005737305,39.5099983215332,21.517982482910156,45.86029052734375
2016-02-12,87.11927032470703,56.73369216918945,6.121804237365723,98.67308044433594,7.22364616394043,39.59000015258789,21.738731384277344,46.650325775146484
2016-02-16,87.11927032470703,57.82391357421875,6.1380414962768555,100.45243835449219,7.427792549133301,39.529998779296875,22.259681701660156,47.56410217285156
2016-02-17,87.11927032470703,58.347896575927734,6.178638935089111,101.77789306640625,7.74186372756958,39.65999984741211,22.612865447998047,48.48740005493164
2016-02-18,87.13835144042969,58.905677795410156,6.194875717163086,101.73247528076172,7.59268045425415,39.540000915527344,22.665843963623047,48.08762741088867
2016-02-19,87.13835144042969,59.03245544433594,6.194875717163086,101.65079498291016,7.647642612457275,39.380001068115234,22.59520721435547,48.23040771484375
2016-02-22,87.13835144042969,59.71701431274414,6.21923303604126,103.07608795166016,7.812530517578125,39.439998626708984,22.974882125854492,48.95381164550781
2016-02-23,87.11927032470703,59.573341369628906,6.21923303604126,101.9594497680664,7.600532531738281,39.439998626708984,22.657012939453125,48.37317657470703
2016-02-24,87.13835144042969,59.59868240356445,6.2111124992370605,102.1773452758789,7.718308925628662,39.560001373291016,22.54222869873047,48.668251037597656
2016-02-25,87.11927032470703,60.68046951293945,6.232294082641602,103.29398345947266,7.836085319519043,39.4900016784668,22.5157413482666,49.22985076904297
2016-02-26,87.11927032470703,60.4945182800293,6.248588562011719,103.18502807617188,7.7968268394470215,39.470001220703125,22.45393180847168,49.20128631591797
2016-02-29,87.13835144042969,60.39310836791992,6.264882564544678,102.6494140625,7.710456848144531,39.560001373291016,22.489248275756836,48.83006286621094
2016-03-01,87.13835144042969,61.96506118774414,6.289322853088379,104.8826904296875,8.071639060974121,39.470001220703125,23.24860382080078,50.13410949707031
2016-03-02,87.11927032470703,62.43832778930664,6.305614948272705,105.05517578125,8.048084259033203,39.70000076293945,23.575298309326172,50.153141021728516
2016-03-03,87.13835144042969,62.75102615356445,6.321910381317139,105.34568786621094,7.95386266708374,40.0099983215332,23.875511169433594,50.28640365600586
2016-03-04,87.13835144042969,62.92006301879883,6.338205337524414,105.62712860107422,7.922455310821533,40.41999816894531,24.237529754638672,50.4101448059082
2016-03-07,87.13835144042969,63.03837203979492,6.338205337524414,105.66343688964844,7.74186372756958,40.650001525878906,24.352319717407227,50.30543899536133
2016-03-08,87.11927032470703,62.38762664794922,6.330057621002197,104.55584716796875,7.734013557434082,40.34000015258789,24.06976890563965,49.74384689331055
2016-03-09,87.13835144042969,62.64116668701172,6.346351146697998,105.46369934082031,7.875344753265381,40.599998474121094,24.14923095703125,49.972286224365234
2016-03-10,87.13835144042969,62.48058319091797,6.354497909545898,105.23674774169922,7.8282341957092285,40.83000183105469,24.12274169921875,49.9818115234375
2016-03-11,87.11927032470703,63.959564208984375,6.370790004730225,107.15228271484375,8.024528503417969,41.060001373291016,24.537738800048828,50.89559555053711
2016-03-14,87.11927032470703,63.87505340576172,6.370790004730225,106.8890151977539,8.07949161529541,41.060001373291016,24.50766944885254,50.91462707519531
2016-03-15,87.11927032470703,63.8581428527832,6.346351146697998,106.5531005859375,8.095194816589355,40.91999816894531,24.06545639038086,50.82896041870117
2016-03-16,87.13835144042969,64.66947937011719,6.362644672393799,107.3066177368164,8.252230644226074,41.20000076293945,24.321935653686523,51.18115234375
2016-03-17,87.11927032470703,65.57376861572266,6.427818775177002,107.7242431640625,8.181564331054688,41.54999923706055,24.94988441467285,51.428619384765625
2016-03-18,87.11927032470703,65.32022094726562,6.460407257080078,108.35063934326172,8.173712730407715,41.34000015258789,25.250591278076172,51.65483474731445
2016-03-21,87.13835144042969,64.89765930175781,6.468552589416504,108.45049285888672,8.252230644226074,41.310001373291016,25.330190658569336,51.750282287597656
2016-03-22,87.13835144042969,64.91458129882812,6.460407257080078,108.42327117919922,8.29149055480957,41.45000076293945,25.285972595214844,51.77891159057617
2016-03-23,87.11927032470703,64.45703887939453,6.444110870361328,107.73294830322266,8.220823287963867,40.93000030517578,24.93219757080078,51.435302734375
2016-03-24,87.13835144042969,64.50835418701172,6.427818775177002,107.41378021240234,8.244379043579102,40.709999084472656,24.817218780517578,51.45439529418945
2016-03-28,87.13835144042969,65.0043716430664,6.427818775177002,107.26786041259766,8.189416885375977,40.790000915527344,24.834911346435547,51.483028411865234
2016-03-29,87.13835144042969,66.29571533203125,6.42781925201416,108.27098083496094,8.440673828125,40.790000915527344,24.976421356201172,52.12251663208008
2016-03-30,87.13835144042969,66.193115234375,6.4523515701293945,108.8545913696289,8.479931831359863,40.459999084472656,25.36557388305664,52.36112594604492
2016-03-31,87.13835144042969,66.58648681640625,6.46870756149292,108.5992660522461,8.472081184387207,40.41999816894531,25.418636322021484,52.303863525390625
2016-04-01,87.13835144042969,66.6292724609375,6.46870756149292,109.27406311035156,8.621264457702637,40.2599983215332,25.37441635131836,52.742897033691406
2016-04-04,87.13835144042969,66.5351791381836,6.46870756149292,109.0278549194336,8.550599098205566,39.91999816894531,25.21521759033203,52.61882781982422
2016-04-05,87.15740966796875,66.15890502929688,6.4523515701293945,108.18891906738281,8.432822227478027,39.75,24.79953384399414,52.10342788696289
2016-04-06,87.15740966796875,66.3213882446289,6.46870756149292,109.25581359863281,8.65267276763916,39.83000183105469,24.852598190307617,52.800174713134766
2016-04-07,87.13835144042969,65.96220397949219,6.4523515701293945,107.98826599121094,8.456377029418945,39.83000183105469,24.578426361083984,52.16067886352539
2016-04-08,87.15740966796875,66.3384780883789,6.46870756149292,108.37128448486328,8.393563270568848,40.33000183105469,24.91451072692871,52.2370491027832
2016-04-11,87.13835144042969,66.25296783447266,6.48506498336792,108.4533462524414,8.330748558044434,40.380001068115234,25.17983627319336,51.99842834472656
2016-04-12,87.13835144042969,66.70623779296875,6.5014214515686035,109.5293960571289,8.40926742553711,40.65999984741211,25.515926361083984,52.43748092651367
2016-04-13,87.15740966796875,66.55229187011719,6.525952339172363,110.57808685302734,8.589858055114746,40.72999954223633,25.98467445373535,52.9528923034668
2016-04-14,87.15740966796875,66.12469482421875,6.5423078536987305,110.67841339111328,8.597708702087402,40.63999938964844,25.887386322021484,52.93378829956055
2016-04-15,87.13835144042969,66.56084442138672,6.5423078536987305,110.50515747070312,8.582005500793457,40.72999954223633,25.86085319519043,52.8956184387207
2016-04-18,87.15740966796875,66.84306335449219,6.5423078536987305,111.26203918457031,8.65267276763916,40.93000030517578,25.878541946411133,53.20104217529297
2016-04-19,87.15740966796875,66.9114761352539,6.566840648651123,111.81829833984375,8.401413917541504,41.5,26.117341995239258,53.1055908203125
2016-04-20,87.15740966796875,65.97074890136719,6.575020790100098,112.1374740600586,8.417118072509766,41.779998779296875,26.002361297607422,53.1055908203125
2016-04-21,87.13835144042969,64.85042572021484,6.575020790100098,111.61768341064453,8.527042388916016,41.68000030517578,25.86085319519043,52.94334411621094
2016-04-22,87.15740966796875,65.54312896728516,6.566840648651123,111.29850769042969,7.985269546508789,41.52000045776367,25.76356315612793,52.81925964355469
2016-04-25,87.13835144042969,65.95364379882812,6.5423078536987305,111.30763244628906,8.024528503417969,41.68000030517578,25.577835083007812,52.77153778076172
2016-04-26,87.15740966796875,66.193115234375,6.534130573272705,111.38058471679688,7.843937397003174,41.95000076293945,25.73703384399414,52.76198959350586
2016-04-27,87.15740966796875,66.17598724365234,6.543996810913086,111.85478210449219,7.67119836807251,41.880001068115234,25.843164443969727,52.599735260009766
2016-04-28,87.15740966796875,66.02206420898438,6.576879978179932,110.7969741821289,7.561273097991943,41.880001068115234,25.719343185424805,52.132049560546875
2016-04-29,87.17648315429688,65.47472381591797,6.585102081298828,109.92151641845703,7.537718296051025,42.400001525878906,25.622055053710938,51.90298843383789
2016-05-02,87.15740966796875,66.34703826904297,6.585102081298828,110.94285583496094,7.537718296051025,42.15999984741211,25.61321258544922,52.380210876464844
2016-05-03,87.17648315429688,66.20164489746094,6.5604376792907715,109.9032974243164,7.773271083831787,41.939998626708984,25.038331985473633,51.95071029663086
2016-05-04,87.15740966796875,67.09107971191406,6.535776615142822,109.21024322509766,7.749716281890869,41.90999984741211,24.737621307373047,51.71210861206055
2016-05-05,87.15740966796875,67.3476333618164,6.535776615142822,109.18289947509766,7.5298662185668945,41.709999084472656,24.69339942932129,51.71210861206055
2016-05-06,87.17648315429688,68.00615692138672,6.543996810913086,109.57500457763672,7.639790058135986,41.939998626708984,24.65802574157715,51.912532806396484
2016-05-09,87.17648315429688,68.5534896850586,6.552216529846191,109.60237121582031,7.655494689941406,41.45000076293945,24.445762634277344,52.12251663208008
2016-05-10,87.17648315429688,68.6817626953125,6.5604376792907715,110.8790283203125,7.8282341957092285,41.75,24.728775024414062,52.77153778076172
2016-05-11,87.13835144042969,67.45881652832031,6.576879978179932,110.21334075927734,7.74186372756958,42.08000183105469,24.6668701171875,52.15113830566406
2016-05-12,87.13835144042969,67.79232788085938,6.585102081298828,110.0491943359375,7.686902046203613,41.84000015258789,24.640336990356445,52.08433532714844
2016-05-13,87.13835144042969,67.2449951171875,6.593322277069092,109.15550231933594,7.679049491882324,41.779998779296875,24.28656005859375,51.750282287597656
2016-05-16,87.13835144042969,67.77523040771484,6.593322277069092,109.98535919189453,7.812530517578125,41.970001220703125,24.50766944885254,52.29432678222656
2016-05-17,87.13835144042969,66.74898529052734,6.593322277069092,109.12815856933594,7.639790058135986,42.16999816894531,24.43691635131836,51.750282287597656
2016-05-18,87.15740966796875,65.81681060791016,6.568658828735352,109.15550231933594,7.694754123687744,41.72999954223633,24.26003074645996,51.750282287597656
2016-05-19,87.13835144042969,65.10699462890625,6.519334316253662,108.6357421875,7.59268045425415,41.310001373291016,23.99469757080078,51.49258041381836
