Date,Adj Close
2007-12-19,28.352806091308594
2007-12-20,28.612768173217773
2007-12-21,29.089359283447266
2007-12-24,29.323320388793945
2007-12-26,29.37531280517578
2007-12-27,28.968040466308594
2007-12-28,29.011363983154297
2007-12-31,28.79473114013672
2008-01-02,28.387462615966797
2008-01-03,28.42212677001953
2008-01-04,27.57293128967285
2008-01-07,27.538267135620117
2008-01-08,27.044347763061523
2008-01-09,27.399620056152344
2008-01-10,27.59026336669922
2008-01-11,27.113672256469727
2008-01-14,27.486276626586914
2008-01-15,26.793054580688477
2008-01-16,26.515764236450195
2008-01-17,25.857200622558594
2008-01-18,25.822547912597656
2008-01-22,25.441265106201172
2008-01-23,25.744558334350586
2008-01-24,26.14315414428711
2008-01-25,25.787879943847656
2008-01-28,26.12582778930664
2008-01-29,26.212482452392578
2008-01-30,26.09116554260254
2008-01-31,26.507104873657227
2008-02-01,26.871042251586914
2008-02-04,26.611083984375
2008-02-05,25.848541259765625
2008-02-06,25.59724998474121
2008-02-07,25.787879943847656
2008-02-08,25.86586570739746
2008-02-11,26.169158935546875
2008-02-12,26.25580596923828
2008-02-13,26.689071655273438
2008-02-14,26.33379554748535
2008-02-15,26.290475845336914
2008-02-19,26.290475845336914
2008-02-20,26.5677547454834
2008-02-21,26.238479614257812
2008-02-22,26.38578987121582
2008-02-25,26.75839614868164
2008-02-26,26.98369598388672
2008-02-27,26.95769691467285
2008-02-28,26.819047927856445
2008-02-29,26.13448715209961
2008-03-03,26.15182113647461
2008-03-04,26.09116554260254
2008-03-05,26.316471099853516
2008-03-06,25.805217742919922
2008-03-07,25.545259475708008
2008-03-10,25.094654083251953
2008-03-11,25.857200622558594
2008-03-12,25.70122718811035
2008-03-13,25.891862869262695
2008-03-14,25.397939682006836
2008-03-17,25.02533721923828
2008-03-18,25.987186431884766
2008-03-19,25.293964385986328
2008-03-20,25.71855926513672
2008-03-24,26.25689697265625
2008-03-25,26.43054962158203
2008-03-26,26.27426528930664
2008-03-27,25.935630798339844
2008-03-28,25.76197052001953
2008-03-31,25.91826629638672
2008-04-01,26.743135452270508
2008-04-02,26.691038131713867
2008-04-03,26.743135452270508
2008-04-04,26.86469841003418
2008-04-07,26.86469841003418
2008-04-08,26.79523468017578
2008-04-09,26.60420799255371
2008-04-10,26.856014251708984
2008-04-11,26.326356887817383
2008-04-14,26.282947540283203
2008-04-15,26.36109161376953
2008-04-16,27.00362205505371
2008-04-17,26.960205078125
2008-04-18,27.54195213317871
2008-04-21,27.637462615966797
2008-04-22,27.316204071044922
2008-04-23,27.481176376342773
2008-04-24,27.54195213317871
2008-04-25,27.680875778198242
2008-04-28,27.663516998291016
2008-04-29,27.56800079345703
2008-04-30,27.429079055786133
2008-05-01,27.897947311401367
2008-05-02,27.9587345123291
2008-05-05,27.90663719177246
2008-05-06,28.149749755859375
2008-05-07,27.73297691345215
2008-05-08,27.923999786376953
2008-05-09,27.785070419311523
2008-05-12,28.05424690246582
2008-05-13,28.123701095581055
2008-05-14,28.18448829650879
2008-05-15,28.549163818359375
2008-05-16,28.6359920501709
2008-05-19,28.58389663696289
2008-05-20,28.384193420410156
2008-05-21,27.897947311401367
2008-05-22,27.97609519958496
2008-05-23,27.698244094848633
2008-05-27,27.9674129486084
2008-05-28,28.167118072509766
2008-05-29,28.288686752319336
2008-05-30,28.43628692626953
2008-06-02,28.167118072509766
2008-06-03,28.071611404418945
2008-06-04,28.141069412231445
2008-06-05,28.731504440307617
2008-06-06,27.95004653930664
2008-06-09,28.036876678466797
2008-06-10,27.897947311401367
2008-06-11,27.455129623413086
2008-06-12,27.515913009643555
2008-06-13,27.97609519958496
2008-06-16,28.036876678466797
2008-06-17,27.941368103027344
2008-06-18,27.71561050415039
2008-06-19,27.85453987121582
2008-06-20,27.35093879699707
2008-06-23,27.404010772705078
2008-06-24,27.186511993408203
2008-06-25,27.34309959411621
2008-06-26,26.586225509643555
2008-06-27,26.568830490112305
2008-06-30,26.525333404541016
2008-07-01,26.612327575683594
2008-07-02,25.985952377319336
2008-07-03,25.942459106445312
2008-07-07,25.846750259399414
2008-07-08,26.1512451171875
2008-07-09,25.620563507080078
2008-07-10,25.881555557250977
2008-07-11,25.6640625
2008-07-14,25.58576774597168
2008-07-15,25.420473098754883
2008-07-16,25.872854232788086
2008-07-17,26.02074432373047
2008-07-18,25.90766143798828
2008-07-21,25.985952377319336
2008-07-22,26.12514877319336
2008-07-23,26.116451263427734
2008-07-24,25.60316276550293
2008-07-25,25.846750259399414
2008-07-28,25.455276489257812
2008-07-29,25.942459106445312
2008-07-30,26.360042572021484
2008-07-31,26.038150787353516
2008-08-01,25.829355239868164
2008-08-04,25.50746726989746
2008-08-05,26.1512451171875
2008-08-06,26.386127471923828
2008-08-07,26.038150787353516
2008-08-08,26.542724609375
2008-08-11,26.655826568603516
2008-08-12,26.53403663635254
2008-08-13,26.603620529174805
2008-08-14,26.725431442260742
2008-08-15,26.786325454711914
2008-08-18,26.447038650512695
2008-08-19,26.26433753967285
2008-08-20,26.420930862426758
2008-08-21,26.48183250427246
2008-08-22,26.734127044677734
2008-08-25,26.238239288330078
2008-08-26,26.307844161987305
2008-08-27,26.516637802124023
2008-08-28,26.77762222290039
2008-08-29,26.342639923095703
2008-09-02,26.046852111816406
2008-09-03,25.811952590942383
2008-09-04,25.081186294555664
2008-09-05,25.107284545898438
2008-09-08,25.35957908630371
2008-09-09,24.567901611328125
2008-09-10,24.83759880065918
2008-09-11,25.255176544189453
2008-09-12,25.429170608520508
2008-09-15,24.45479965209961
2008-09-16,24.75059700012207
2008-09-17,23.645732879638672
2008-09-18,24.402610778808594
2008-09-19,25.159486770629883
2008-09-22,24.32431411743164
2008-09-23,23.951139450073242
2008-09-24,23.968576431274414
2008-09-25,24.31733512878418
2008-09-26,24.299896240234375
2008-09-29,22.242216110229492
2008-09-30,23.33208656311035
2008-10-01,22.992048263549805
2008-10-02,21.867292404174805
2008-10-03,21.640602111816406
2008-10-06,20.716388702392578
2008-10-07,19.600351333618164
2008-10-08,19.521879196166992
2008-10-09,18.379684448242188
2008-10-10,18.057085037231445
2008-10-13,20.228124618530273
2008-10-14,19.704984664916992
2008-10-15,17.900146484375
2008-10-16,18.702289581298828
2008-10-17,18.684852600097656
2008-10-20,19.51315689086914
2008-10-21,18.833080291748047
2008-10-22,17.743200302124023
2008-10-23,17.760643005371094
2008-10-24,17.176462173461914
2008-10-27,16.56612777709961
2008-10-28,18.30121421813965
2008-10-29,18.31865882873535
2008-10-30,18.937707901000977
2008-10-31,19.199277877807617
2008-11-03,19.10336685180664
2008-11-04,19.82703971862793
2008-11-05,18.859230041503906
2008-11-06,17.952455520629883
2008-11-07,18.42328453063965
2008-11-10,18.214025497436523
2008-11-11,17.743200302124023
2008-11-12,16.871299743652344
2008-11-13,17.98733139038086
2008-11-14,17.1851806640625
2008-11-17,16.740510940551758
2008-11-18,16.897451400756836
2008-11-19,15.912209510803223
2008-11-20,14.935677528381348
2008-11-21,15.886046409606934
2008-11-24,16.818988800048828
2008-11-25,16.836429595947266
2008-11-26,17.43803596496582
2008-11-28,17.551380157470703
2008-12-01,16.13889503479004
2008-12-02,16.60100555419922
2008-12-03,16.993358612060547
2008-12-04,16.505098342895508
2008-12-05,17.089275360107422
2008-12-08,17.64728546142578
2008-12-09,17.342121124267578
2008-12-10,17.542659759521484
2008-12-11,17.097990036010742
2008-12-12,17.176462173461914
2008-12-15,17.03696632385254
2008-12-16,17.80423355102539
2008-12-17,17.725757598876953
2008-12-18,17.455476760864258
2008-12-19,17.524627685546875
2008-12-22,17.218252182006836
2008-12-23,17.086950302124023
2008-12-24,17.14822006225586
2008-12-26,17.22700309753418
2008-12-29,17.139467239379883
2008-12-30,17.550886154174805
2008-12-31,17.760967254638672
2009-01-02,18.373720169067383
2009-01-05,18.3912296295166
2009-01-06,18.56629753112793
2009-01-07,18.093608856201172
2009-01-08,18.154878616333008
2009-01-09,17.778478622436523
2009-01-12,17.437088012695312
2009-01-13,17.48086166381836
2009-01-14,16.946887969970703
2009-01-15,17.104461669921875
2009-01-16,17.28827667236328
2009-01-20,16.47419548034668
2009-01-21,17.104461669921875
2009-01-22,16.90312385559082
2009-01-23,16.981908798217773
2009-01-26,17.104461669921875
2009-01-27,17.25326156616211
2009-01-28,17.760967254638672
2009-01-29,17.314538955688477
2009-01-30,16.946887969970703
2009-02-02,16.955644607543945
2009-02-03,17.314538955688477
2009-02-04,17.26201820373535
2009-02-05,17.603404998779297
2009-02-06,18.01482582092285
2009-02-09,18.006067276000977
2009-02-10,17.297025680541992
2009-02-11,17.384563446044922
2009-02-12,17.489604949951172
2009-02-13,17.384563446044922
2009-02-17,16.7368106842041
2009-02-18,16.771825790405273
2009-02-19,16.60550308227539
2009-02-20,16.509218215942383
2009-02-23,15.90521240234375
2009-02-24,16.421676635742188
2009-02-25,16.2203426361084
2009-02-26,15.90521240234375
2009-02-27,15.703883171081543
2009-03-02,15.038617134094238
2009-03-03,15.021103858947754
2009-03-04,15.432524681091309
2009-03-05,14.87230110168457
2009-03-06,14.854789733886719
2009-03-09,14.644702911376953
2009-03-10,15.45003604888916
2009-03-11,15.528815269470215
2009-03-12,16.045278549194336
2009-03-13,16.141565322875977
2009-03-16,16.036523818969727
2009-03-17,16.52672004699707
2009-03-18,16.710546493530273
2009-03-19,16.6142520904541
2009-03-20,16.377910614013672
2009-03-23,17.36705207824707
2009-03-24,17.085954666137695
2009-03-25,17.17380142211914
2009-03-26,17.656949996948242
2009-03-27,17.28800392150879
2009-03-30,16.83999252319336
2009-03-31,17.006893157958984
