Date,JKD,VIGRX,^RUT
2007-12-19,61.09710693359375,28.352806091308594,756.1300048828125
2007-12-20,61.29410934448242,28.612768173217773,767.5399780273438
2007-12-21,62.32462692260742,29.089359283447266,785.5999755859375
2007-12-24,62.65806198120117,29.323320388793945,794.3900146484375
2007-12-26,62.55195617675781,29.37531280517578,797.030029296875
2007-12-27,61.804840087890625,28.968040466308594,773.510009765625
2007-12-28,61.9190559387207,29.011363983154297,771.760009765625
2007-12-31,61.279300689697266,28.79473114013672,766.030029296875
2008-01-02,60.45675277709961,28.387462615966797,753.5499877929688
2008-01-03,60.57100296020508,28.42212677001953,745.010009765625
2008-01-04,59.33720016479492,27.57293128967285,721.5999755859375
2008-01-07,59.47426986694336,27.538267135620117,723.9500122070312
2008-01-08,58.90305709838867,27.044347763061523,704.8599853515625
2008-01-09,59.55804443359375,27.399620056152344,712.1199951171875
2008-01-10,60.20542907714844,27.59026336669922,720.2100219726562
2008-01-11,59.28388214111328,27.113672256469727,704.6500244140625
2008-01-14,59.679927825927734,27.486276626586914,712.47998046875
2008-01-15,58.45372009277344,26.793054580688477,697.4299926757812
2008-01-16,58.248104095458984,26.515764236450195,699.9099731445312
2008-01-17,56.67915725708008,25.857200622558594,680.5700073242188
2008-01-18,56.38974380493164,25.822547912597656,673.1799926757812
2008-01-22,55.88709259033203,25.441265106201172,671.5700073242188
2008-01-23,56.73248291015625,25.744558334350586,693.4299926757812
2008-01-24,57.067588806152344,26.14315414428711,692.719970703125
2008-01-25,56.15365982055664,25.787879943847656,688.5999755859375
2008-01-28,56.991424560546875,26.12582778930664,702.3900146484375
2008-01-29,57.098060607910156,26.212482452392578,705.2000122070312
2008-01-30,56.762939453125,26.09116554260254,695.489990234375
2008-01-31,57.60834884643555,26.507104873657227,713.2999877929688
2008-02-01,58.49180221557617,26.871042251586914,730.5
2008-02-04,58.179542541503906,26.611083984375,723.4600219726562
2008-02-05,56.59537887573242,25.848541259765625,701.5800170898438
2008-02-06,56.313602447509766,25.59724998474121,692.489990234375
2008-02-07,56.36689758300781,25.787879943847656,702.780029296875
2008-02-08,56.2374382019043,25.86586570739746,698.9000244140625
2008-02-11,56.663944244384766,26.169158935546875,699.75
2008-02-12,57.090431213378906,26.25580596923828,705.47998046875
2008-02-13,57.95868682861328,26.689071655273438,721.9299926757812
2008-02-14,57.18944549560547,26.33379554748535,705.3200073242188
2008-02-15,57.090431213378906,26.290475845336914,701.52001953125
2008-02-19,57.120906829833984,26.290475845336914,702.3400268554688
2008-02-20,57.49408721923828,26.5677547454834,710.02001953125
2008-02-21,56.90003204345703,26.238479614257812,696.280029296875
2008-02-22,57.417938232421875,26.38578987121582,695.4299926757812
2008-02-25,58.293800354003906,26.75839614868164,710.4600219726562
2008-02-26,58.606040954589844,26.98369598388672,717.3200073242188
2008-02-27,58.415653228759766,26.95769691467285,716.4400024414062
2008-02-28,57.8748893737793,26.819047927856445,705.719970703125
2008-02-29,56.572540283203125,26.13448715209961,686.1799926757812
2008-03-03,56.641117095947266,26.15182113647461,684.219970703125
2008-03-04,56.80104064941406,26.09116554260254,680.97998046875
2008-03-05,56.93811798095703,26.316471099853516,683.739990234375
2008-03-06,55.97848129272461,25.805217742919922,662.780029296875
2008-03-07,55.51390075683594,25.545259475708008,660.1099853515625
2008-03-10,54.75990295410156,25.094654083251953,643.969970703125
2008-03-11,56.2374382019043,25.857200622558594,673.8099975585938
2008-03-12,56.22219467163086,25.70122718811035,667.3099975585938
2008-03-13,56.32120132446289,25.891862869262695,679.7100219726562
2008-03-14,55.48343276977539,25.397939682006836,662.9000244140625
2008-03-17,55.20924377441406,25.02533721923828,650.47998046875
2008-03-18,57.067588806152344,25.987186431884766,681.9299926757812
2008-03-19,56.290733337402344,25.293964385986328,664.1300048828125
2008-03-20,57.349388122558594,25.71855926513672,681.4199829101562
2008-03-24,57.91297912597656,26.25689697265625,701.280029296875
2008-03-25,57.9581184387207,26.43054962158203,705.27001953125
2008-03-26,57.58328628540039,26.27426528930664,702.1099853515625
2008-03-27,57.208473205566406,25.935630798339844,692.3900146484375
2008-03-28,56.6654167175293,25.76197052001953,683.1799926757812
2008-03-31,56.9790153503418,25.91826629638672,687.969970703125
2008-04-01,58.53943634033203,26.743135452270508,710.6500244140625
2008-04-02,58.23347854614258,26.691038131713867,712.27001953125
2008-04-03,58.24879837036133,26.743135452270508,713.5700073242188
2008-04-04,58.3787956237793,26.86469841003418,713.72998046875
2008-04-07,58.41707229614258,26.86469841003418,712.6799926757812
2008-04-08,58.41707229614258,26.79523468017578,711.9199829101562
2008-04-09,57.88928985595703,26.60420799255371,698.3800048828125
2008-04-10,58.24879837036133,26.856014251708984,707.4199829101562
2008-04-11,56.86427688598633,26.326356887817383,688.1599731445312
2008-04-14,56.963687896728516,26.282947540283203,686.0700073242188
2008-04-15,57.017250061035156,26.36109161376953,692.0599975585938
2008-04-16,58.05754089355469,27.00362205505371,713.3900146484375
2008-04-17,57.98870849609375,26.960205078125,708.0
2008-04-18,58.646541595458984,27.54195213317871,721.0700073242188
2008-04-21,58.501224517822266,27.637462615966797,718.0
2008-04-22,58.13404846191406,27.316204071044922,703.7100219726562
2008-04-23,58.08815383911133,27.481176376342773,708.1099853515625
2008-04-24,58.715389251708984,27.54195213317871,717.0700073242188
2008-04-25,58.73832702636719,27.680875778198242,721.8800048828125
2008-04-28,58.69244384765625,27.663516998291016,725.3699951171875
2008-04-29,58.48588943481445,27.56800079345703,718.9299926757812
2008-04-30,58.13404846191406,27.429079055786133,716.1799926757812
2008-05-01,59.051971435546875,27.897947311401367,729.75
2008-05-02,59.2278938293457,27.9587345123291,725.739990234375
2008-05-05,58.990745544433594,27.90663719177246,724.3499755859375
2008-05-06,59.34263229370117,28.149749755859375,729.7899780273438
2008-05-07,58.42469024658203,27.73297691345215,716.2100219726562
2008-05-08,58.554744720458984,27.923999786376953,719.5499877929688
2008-05-09,58.27171325683594,27.785070419311523,720.0499877929688
2008-05-12,58.883663177490234,28.05424690246582,733.22998046875
2008-05-13,58.77656936645508,28.123701095581055,736.8499755859375
2008-05-14,59.15902328491211,28.18448829650879,736.0700073242188
2008-05-15,59.51090621948242,28.549163818359375,743.3800048828125
2008-05-16,59.518550872802734,28.6359920501709,741.1699829101562
2008-05-19,59.55679702758789,28.58389663696289,738.4500122070312
2008-05-20,59.067256927490234,28.384193420410156,735.6400146484375
2008-05-21,58.23347854614258,27.897947311401367,727.1099853515625
2008-05-22,58.48588943481445,27.97609519958496,733.010009765625
2008-05-23,57.858673095703125,27.698244094848633,724.0999755859375
2008-05-27,58.23347854614258,27.9674129486084,734.3900146484375
2008-05-28,58.46293258666992,28.167118072509766,738.4600219726562
2008-05-29,58.914268493652344,28.288686752319336,745.5499877929688
2008-05-30,59.02899932861328,28.43628692626953,748.280029296875
2008-06-02,58.5164909362793,28.167118072509766,741.02001953125
2008-06-03,58.37116241455078,28.071611404418945,739.0
2008-06-04,58.38644790649414,28.141069412231445,743.7100219726562
2008-06-05,59.296722412109375,28.731504440307617,763.27001953125
2008-06-06,57.52212142944336,27.95004653930664,740.3699951171875
2008-06-09,57.79747772216797,28.036876678466797,735.25
2008-06-10,57.85102462768555,27.897947311401367,732.6199951171875
2008-06-11,57.00959777832031,27.455129623413086,717.8800048828125
2008-06-12,57.0478630065918,27.515913009643555,719.8400268554688
2008-06-13,57.636837005615234,27.97609519958496,733.6099853515625
2008-06-16,57.65979766845703,28.036876678466797,740.739990234375
2008-06-17,57.170230865478516,27.941368103027344,736.5700073242188
2008-06-18,56.48945999145508,27.71561050415039,730.7100219726562
2008-06-19,56.87956619262695,27.85453987121582,737.8300170898438
2008-06-20,55.9157600402832,27.35093879699707,725.72998046875
